Source,Date,Title,Authors,Text,Keywords
bbc,,  ,[],,[]
bbc,,BBC ,[],,['bbc']
bbc,,Adam Johnson admits 'I wasn't a good person',[],"Image copyright Getty Images Image caption The former Sunderland footballer was arrested in March last year

Ex-Sunderland footballer Adam Johnson has admitted he ""wasn't a good person to his girlfriend or his daughter"".

He has begun giving evidence in his trial at Bradford Crown Court, accused of sexual activity with a child.

Mr Johnson admits kissing the teenager at the centre of the case and an offence of grooming, but denies two counts of sexual activity with a child.

Replying to questions from his defence barrister, Mr Johnson, 28, also admitted he had texted ""other women"".

Orlando Pownall QC defending, asked Mr Johnson: ""You pleaded guilty to sexual activity with a child and meeting a child following sexual grooming. Did you accept kissing (the girl)?""

The footballer said: ""Yes.""

Mr Pownall continued: ""Did you digitally interfere with her or indulge in oral sex with her?""

The winger, capped 12 times by England, answered: ""No, I never.""

Image copyright Getty Images Image caption Adam Johnson admitted he had not been a good person to his girlfriend Stacey Flounders

Mr Johnson told the jury he knew kissing the girl was an offence but said he did not realise that communicating with her with the intention of kissing her prior to meeting was also an offence.

The court heard Mr Johnson accepted the girl as a friend on Facebook and exchanged telephone numbers because she had been asking for signed shirts.

Mr Pownall asked: ""Were you contemplating any kind of sexual encounter with her?""

Mr Johnson replied: ""No.""

When asked why he told her not to tell anyone she was messaging him, he said: ""Loads of reasons - I had a girlfriend, I knew what could be made of speaking to a girl that age, I didn't want her to tell her friends and them to come and ask me for shirts as well.""

Earlier, the court heard that Mr Johnson made a prepared statement to police in which he accepted the ""stupidity"" of his actions and apologised to the girl.

'Wholly unacceptable'

Daniel Thomas, junior prosecutor in the case, said Mr Johnson admitted kissing the girl ""fully on the lips"" during the meeting in his Range Rover on 30 January last year but denied more serious allegations.

He said his initial meetings with the girl were ""platonic in nature"" and she would regularly approach him and request signed shirts.

He said Mr Johnson described his actions as ""wholly unacceptable"" and said he withdrew from any further contact with the girl because of her age and his own personal situation.

In the statement, Mr Johnson said: ""She's a child and ought to have been safe in my company.""

Image copyright PA Image caption Adam Johnson launched his defence on Monday

Mr Johnson told jurors that it was the girl who suggested they meet in a car park to exchange a football shirt and he said he wanted to do it while it was dark so neither he nor his black Range Rover would be identified.

He admitted some of the messages they exchanged were ""flirty"" and he was ashamed of himself, blaming boredom for some sent while he was away in a hotel.

He also admitted he was attracted to the girl and asked her to delete their messages ""just to be safe"".

Mr Johnson also accepted searching for the age of consent online but said it was unrelated to the girl and he was simply following up on changing room conversations held with foreign players about rules of consent around the world.

Born in Sunderland, Mr Johnson began his career at Middlesbrough before moving to Manchester City and then on to Sunderland for 10m in 2012.

The footballer has previously pleaded guilty to one count of sexual activity with a child and one charge of grooming. He was sacked by Sunderland as a result.

The trial continues.","['good', 'johnson', 'wasnt', 'footballer', 'image', 'child', 'admitted', 'admits', 'person', 'sunderland', 'adam', 'mr', 'kissing', 'girl', 'sexual']"
bbc,2016-02-16 00:00:00,   ,[],,[]
bbc,,Taste of home: The enduring popularity of expat food shops,"['Business Reporter', 'Kait Bolongaro']","Image caption Victoria Weatherall has worked at Cologne's The English Shop for seven years

Stepping inside The English Shop, it is easy to forget that you are in Germany.

A UK radio station hums in the background as the English staff help customers.

On the shelves around the store in the city of Cologne, are the staples of British shopping baskets - everything from Cadbury's chocolate, to Bisto gravy granules, PG Tips tea, Heinz baked beans, Walkers crisps, and cans of Carling lager.

This is not the place to buy your rye bread, bockwurst sausages, or pilsner brewed according to Germany's purity law.

Founded 20 years ago by a British expat, what began as a small kiosk is now a retail empire, with three brick and mortar stores and an online operation.

Originally aimed at Brits who worked at British military facilities in Germany, today some 80% of the English Shop's customers are German.

""If you're an expat, the English Shop is a place to go to be at home from abroad,"" says the store's operations manager, Victoria Weatherall, who has been with the business for seven years.

Image copyright John Kelly Image caption Many British expats end up craving for crisps and other snack foods from home

""It's extraordinary the emotions that food can evoke. Some ex-pats get so excited about a bottle of Lea & Perrins Worcestershire sauce because they want it on their bacon sandwiches.""

In an increasingly globalised world, with an ever-growing number of people working abroad, you would imagine that such expat shops are booming, as individuals crave a taste of home.

Yet while demand for imported food products from specific countries has never been higher, physical stores aimed at expats have in the past decade faced increasing competition.

Image caption The English Shop doesn't shy away from its Britishness

For example, Britons in Germany can order direct from UK websites, while mainstream supermarkets are increasingly offering specialist country ranges; in the UK, for instance, Sainsbury's and Tesco's both stock an increasing amount of Polish products.

So, how can expat shops best compete?

'Excitement'

To stay competitive, The English Shop follows trends in the English-speaking world to ensure that it stocks the latest must-have Anglo Saxon products months, or even years, before the German supermarkets might follow suit.

""We need to cater to what people want, but without letting everyone else know how much they want it,"" says Ms Weatherall.

Image caption Yet the best-selling product at The English Shop is actually American

She adds that the business - which has other branches in Bonn and Dortmund - also works hard to ensure that its online operation is more convenient for customers in Germany than them ordering from rival websites based in the UK.

""With regards to the internet, we aim to offer the best service, range and availability,"" she says.

""Ordering directly from the UK can be costly, and it can take a long time for goods to be delivered, [by contrast], we are able to send 95% of our orders out within 24 hours.""

The Cologne branch of The English Shop now gets about 250 customers per day, and the overall annual turnover of the business is 3m ($4m; 2.8m).

British expats today make up 20% of clients, with 80% being German.

Image caption Some 80% of The English Shop's customers are German

""For Germans we evoke mystery and excitement,"" says Ms Weatherall. ""Many people have travelled to England and are reminded of their time there when they come here.""

One German customer, Leonie Sawe, has visited the Cologne shop to buy a Terry's Chocolate Orange, which she says reminded her of a trip to the Republic of Ireland.

""At first, I was very surprised that it was delicious,"" says the 19-year-old. ""When I saw it today, I immediately needed to get it.""

The best-selling item at the stop last year was not actually a British product. Instead, it is Reese's Peanut Butter Cups, the American sweet treat.

Yet Leicestershire's finest - Walker's salt & vinegar crisps were not far behind.

'Politeness'

If you have ever met many Argentines, you will know that most are rather partial to a caramel spread called dulce de leche. They put it on everything.

When Marta Cruz and her family emigrated from Argentina to France in the late 1980s then couldn't find anywhere that sold the product.

Image caption Sergio Barrera runs the Madrid branch of La Franco Argentine

So an entrepreneurial Mrs Cruz decided to start making and selling her own, setting up a business called La Franco Argentine.

While still making its own caramel spread, the company also imports a range of food and drink items from Argentina, which it sells at four shops in Spain, and one in both Paris and London.

In Spain the firm's busiest store is its Madrid branch, which opened in 1996 and has an annual turnover of around 100,000.

Its commercial manager Sergio Barrera says the business is continuing to grow thanks to both the growing Argentine population in Spain, and Spaniards who have travelled to Argentina.

Image caption La Franco Argentine makes its own dulce de leche

""Many Spanish people try products in Argentina and come to our shop because they know we have them, especially wine,"" he explains.

Although dulce de leche is now increasingly available at European supermarkets, La Franco Argentine prides itself on offering a better quality of service.

Diego Savanez, a customer at its Madrid shop agrees.

""The concept of politeness is very different in Argentina,"" he says.

""The way Spanish waiters talk to you is almost rude for an Argentine. When you come to La Franco Argentine you can enjoy the friendly way they ask you how you are.""

'Big demand'

While Liu Na and her family moved from China to Zambia in 2009, Chinese food wasn't readily available in the African country's capital Lusaka.

Image caption Liu Na originally set up a restaurant, but demand from customers meant that she added a supermarket

This was despite a fast-growing Chinese community, as Chinese mining firms increasingly set up operations in the mineral rich nation.

As Ms Liu had a reputation as a talented chef, a friend suggested she start her own restaurant, which she did in 2013, when Bright Star opened its doors.

From day one she was frequently approached by customers who wanted to purchase products like spices and rice wine.

""So many customers asked, this is a big demand, so I decided to open the supermarket,"" explains Ms Liu.

Today the supermarket, which is also called Bright Star, has about 200 customers every day, and an annual turnover of almost $50,000 (32,975), with Ms Liu importing a range of goods from China.

The products are shipped by container ship to Dar es Salaam, Tanzania, before then being trucked into land-locked Zambia.

Image copyright Getty Images Image caption Thousands of Chinese workers are now based across Africa, and are keen to buy Chinese goods

While most of her customers are expat Chinese, Zambia's increasing trade with China has helped popularise Chinese products among locals.

Ms Liu says that for her Chinese customers she is a centre of the community.

""Many Chinese people don't only come here for food, but we also chat and have parties,"" she says.","['shop', 'liu', 'customers', 'expat', 'ms', 'chinese', 'la', 'food', 'popularity', 'taste', 'products', 'enduring', 'english', 'shops', 'caption']"
bbc,2016-02-16 00:00:00,Museveni: Uchaguzi Uganda ulikuwa shwari,[],,"['shwari', 'museveni', 'uchaguzi', 'uganda', 'ulikuwa']"
bbc,2016-02-16 00:00:00,Azrbaycan: Knd tsrrufat iqtisadi inkisafa tkandrm?,"['Seymur Kaz Mov', 'Bak Dan Bbc Az Rbaycanca N']",,"['iqtisadi', 'knd', 'inkiafa', 'tsrrfat', 'tkandrm', 'azrbaycan']"
bbc,2016-02-16 00:00:00,     ,[],,[]
bbc,2016-02-16 00:00:00,Mungkinkah mengganti kresek belanja dengan kardus bekas?,"['Eko Widianto', 'Wartawan Di Malang Untuk Bbc Indonesia']","Image copyright EKO WIDIANTO Image caption Belanjaan tak lagi dibungkus kantong kresek, melainkan dengan kardus bekas

Bergegas keluar toko utama grosir Jalan Dr Cipto, Wahyuni menenteng kardus. Seluruh barang belanjaan dimasukkan di dalam kardus bekas. Sejumlah barang belanjaan seperti susu, beras, minyak gorong dan barang belanjaan menumpuk di dalam kardus itu. Kasir memasukkan barang, dan mengikat dengan tali rafia.

Baru kali ini belanja dimasukkan dalam kardus. Biasanya kan dikasih kantong kresek, kata Wahyuni.

Kardus bekas pengganti kantong kresek

Selama ini, katanya, hampir semua jenis belanjaan dibungkus dengan kantong kresek. Mulai dari belanjaan di toko bahan bangunan, sampai makanan di warung pinggri jalan, dibungkus kresek. Padahal kresek kan berbahaya untuk tubuh, dan sudah dilarang, ujarnya.

Image copyright EKO WIDIANTO Image caption Sesudah belanjaan disusun di dalam, kardus dikuatkan dengan tali rafia -yang memang masih berbahan plastik.

Namun sejak sebulan terakhir tak ada kantung plastik di meja kasir toko Utama Grosir, Malang, diganti kardus bekas. Kardus bekas bungkus barang tersebut ditata rapi menumpuk di samping meja kasir. Atas terobosan itu, Dinas Kebersihan dan Pertamanan Malang memberikan penghargaan khusus.

Baru Utama Grosir yang memulai, kita tunggu gebrakan pelaku usaha yang lain, kata Kepala Unit Pelaksana Teknnis (UPT) Pengolahan Sampah dan Limbah, Dinas Kebersihan dan Pertamanan kota Malang Rahmat Hidayat.

Untuk mengurangi konsumsi kantung plastik, Pemerintah Kota Malang bersama Asosiasi Pusat Perbelanjaan dan Asosiasi Pasar Tradisional berkomitmen untuk menerapkan kantung plastik berbayar. Diluncurkan di Alun Alun 21 Februari besok. Ada nota kesepahaman antara pengusaha dengan Pemerintah, kata Rahmat.

Nantinya, pelaku usaha yang lain juga akan menerapkan pola yang sama, yakni menyediakan kantung ramah lingkungan, atau pembeli harus membayar kantong plastik.

Kresek berbayar

Dalam siaran persnya, Wakil Ketua Umum Asosiasi Pengusaha Ritel Indonesia (Aprindo) Tutum Rahanta menjelaskan, Aprindo bersama pemerintah sepakat melakukan uji coba kantong kresek berbayar itu mulai 21 Februari 2016 bertepatan dengan Hari Peduli Sampah Nasional.

Harga minimal kantung plastik Rp 200, sebutnya.

Image copyright EKO WIDIANTO Image caption Upaya mengganti kantong kresek belanjaan, dimaksudkan untuk memangkas sampah plastik.

Pemberlakuan kantung plastik berbayar bakal dievaluasi tiga bulan setelah uji coba. Aprindo akan melakukan sosialisasi, selanjutnya akan diterapkan di seluruh Indonesia. Tahap awal diujicoba di 23 Kota.

Selain itu, ritel modern hanya menggunakan kantung plastik ramah lingkungan, yang telah memenuhi standar nasional. Peritel modern juga akan mengalokasikan dana corporate social responsibility (CSR) untuk perbaikan dan pengelolaan lingkungan.

Masyarakat juga diminta untuk membawa kantung belanjanya masing-masing saat berbelanja.

Diet kresek

Mengubah kebiasaan menggunakan kantung plastik bukanlah hal mudah, dan membutuhkan waktu lama.

Untuk memperketat penggunaan kantung plastik Wali Kota Malang Mochamad Anto akan mengeluarkan Peraturan Wali Kota.

Masih disusun Peraturan Wali Kota. Ada masa sosialisasi agar masyarakat tak kaget, katanya. Sosialisasi itu termasuk mengkampanyekan dan mengajak warga untuk melakukan 'diet kresek,' yakni sedapat mungkin tak menggunakan kantong kresek.

Image copyright EKO WIDIANTO Image caption Yang selalu jadi masalah adalah sampah plastik, karena tak trurai di alam.

Pemerintah Kota Malang juga menggerakkan 1.500 kader lingkungan untuk berkampanye. Mereka melakukan sosialisasi mulai tingkat Rukun Warga. Selain itu, juga membuat aneka kerajinan berbahan tas kresek seperti bunga dan tas.

Diharapkan, langkah-langkah itu akan bisa mengurangi tumpukan sampah plastik di Tempat Pembuangan Akhir (TPA) Supit Urang.

Setiap hari, kata Rahmat, warga Malang memproduksi sampah sampai 600 ton.

Sampah dominan

Sebagian sampah telah dipilah, sebagian didaur ulang yang sebagian digunakan untuk bahan kriya, dan sebagian ditabung di Bank Sampah Malang (BSM).

Dalam skema Bank Sampah ini, setiap hari 4-5 ton sampah per hari masuk BSM, dengan total omset mencapai Rp 400 juta per bulan.

""Hasilnya lumayan, sampah yang dibuang di Tempat Pembuangan Sampah (TPS) berkurang tinggal 450 ton,"" kata Rahmat.

Image copyright EKO WIDIANTO Image caption Diperlukan langkah drastis untuk manangani polusi sampah plastik -termasuk dengan memangaks konsumsi.

Di TPS, kata Rahmat, pemulung juga memilah dan memungut sampah hingga sampah yang dikirim ke TPA Supit Urang berkurang menjadi sekitar 420 ton.

Sebagian besar adalah sampah plastik, lalu sekitar 30 persennya berupa sampah organik, kemudian kertas dan logam.

Rahmat tak punya data berapa volume tas kresek, namun dalam pengamatan sepintas, kresek adalah sampah paling dominan.","['bekas', 'plastik', 'kantung', 'dan', 'mungkinkah', 'sampah', 'untuk', 'dengan', 'belanja', 'mengganti', 'di', 'malang', 'kardus', 'kresek', 'yang']"
bbc,,"Programmes categorised as Comedy, Available now",[],"Back in England's days of feudal fiefdoms, one particular chieftain was very hard up...","['available', 'fiefdoms', 'comedy', 'hard', 'days', 'englands', 'categorised', 'particular', 'chieftain', 'programmes', 'feudal']"
bbc,2016-02-16 00:00:00,""" ""   ",[],,[]
bbc,,Urupapuro rw'intangiriro,[],,"['rwintangiriro', 'urupapuro']"
bbc,,EU referendum: David Cameron faces questions from MPs,[],"We use JavaScript to ensure we can give you the best experience on our website. JavaScript is not supported in your browser. For a better experience, enable JavaScript or redirect to the No JavaScript version of the page.","['website', 'redirect', 'enable', 'supported', 'referendum', 'experience', 'david', 'javascript', 'cameron', 'version', 'ensure', 'mps', 'questions', 'faces', 'eu', 'page', 'browser']"
