2015-08-01 16:03:01,"Through Soles4Souls, we'll give a pair when you buy a pair to those in need! &gt;http://t.co/6k5yD1Hn5h http://t.co/H7j8snzP3C"
2015-08-01 15:03:02,"Every year people throw their unwanted animals on the street, but this really got to me... &gt;&gt; http://t.co/U4iS8aVca5 http://t.co/Nidlh2xC83"
2015-08-01 14:03:12,"This is hazy, I rescued him and his sister and brother about a month ago. -- Jenny http://t.co/24RpHoG56g"
2015-08-01 13:02:49,"With our purple paw logo, the message of animal welfare is spread with each step. &gt;&gt;&gt;http://t.co/qeYDvFcfvd http://t.co/rzynpzhcC6"
2015-08-01 07:01:29,"This Pair Faced Death In A Shelter, But Social Media Gave Them A Second Chance!
2015-08-01 02:01:40,"Leia is SO cute, Emily! http://t.co/qH9myGDodU"
2015-07-31 23:02:42,"On the hot afternoon, we saw a couple of kittens under a car... Read here: http://t.co/04eLK5HeDf http://t.co/iPhMEO0ual"
2015-07-31 22:02:39,"Yea, I Just Died…Kitten Killed Me With The Cutest Meowing Possible &gt;&gt;&gt;http://t.co/yv00bEZjNJ http://t.co/3xgY2PkoP6"
2015-07-31 03:02:30,"Stunning, Tammy! http://t.co/0B54ih3D8t"
2015-07-31 02:02:02,"Our fur-grandson, Floyd --- Beth http://t.co/aJkkbgtO7i"
2015-07-31 01:02:13,"Whether you take your coffee catffeinated or decatf, our mug shows it in style. &gt;&gt;&gt;http://t.co/gzRC5PSash http://t.co/jo7t6p4hjb"
2015-07-30 23:02:04,"Oh, Kitty, Can You Be Any Cuter? (NOPE!) &gt;&gt;&gt;http://t.co/M6WdMviv2X http://t.co/TGkB7RlyX5"
2015-07-30 19:03:22,"Bandicoot, a regal Maine Coon. --- Tom http://t.co/E2wuhLVCLV"
2015-07-25 06:01:28,"My gorgeous Ash, domestic mother, feral father. He is only 2, a real smoochy gentle giant. --- Tracey http://t.co/XYkFM6498p"
2015-07-24 14:03:59,"What a cutie, Robert! http://t.co/fQS6GKpBqQ"
2015-07-20 17:03:21,"When my daughter grows up, she wants to be a cat. http://t.co/eWOvuqYg0U"
2015-07-20 16:03:37,"YEP, it's Monday... &gt;&gt;http://t.co/Rfws3HMolT http://t.co/i4hGdlMQku"
2015-07-20 06:01:23,"My buddy, Bubba. http://t.co/kkzBEiv3Sw"
2015-07-20 00:01:48,"This is Johnny , he was homeless but just kept coming to my house so now he is homeless no more. He is the best . http://t.co/a7daiWhPQE"
2015-07-19 17:02:29,"Our sweet girls, Bo (left) is 1 &amp; Ella (right) is 7. http://t.co/ObZM606OK6"
2015-07-19 08:01:18,"A whole lot of #whiskers - Peanut, Zee, Zoey, and Rolz."
2015-07-18 16:03:09,"The inside reads, ""Always By My Side Forever in My Heart."" &gt;&gt;http://t.co/PCP0xwuC1i http://t.co/ZG1MvLsvNq"
2015-07-18 07:01:35,"If You Need Some Cute, You’ve Come To The Right Place! &gt;http://t.co/SV93bzuUVA http://t.co/Yh2UNUz3M9"
2015-07-16 08:02:34,"My buddy, Bubba. http://t.co/1lVmiwGX3M"
2015-07-15 19:03:32,",,,,,,,Princess Leah,,,,, http://t.co/WSFs8SxwVx"
2015-07-15 14:05:04,"My 17 year old boy, Murphy x http://t.co/KRdfdc2ODt"
2015-07-15 00:02:43,"This is Johnny , he was homeless but just kept coming to my house so now he is homeless no more. He is the best . http://t.co/gys8uU6SGB"
2015-07-09 02:02:10,"While filling it, life threw me a curve-ball; my car meowed at me. 
2015-07-08 22:03:09,"Put Up Your Paws! Cole And Marmalade, We Know What You’re Up To! ►http://t.co/EGJiKEceRF http://t.co/xaBraifG1s"
2015-07-08 19:04:43,"Taking a picture of Mila sitting in our new Bay Window, when all of a sudden she had to yawn. http://t.co/71rM9RU0tm"
2015-07-08 12:02:52,"If You Are Looking For The Link Between Chimps And Humans, I Think We’ve Found It… 
2015-07-08 10:02:04,"At 1:08, I Totally Melted! ►http://t.co/tA2cAIsYfz http://t.co/9eLL5yktxq"
2015-07-08 02:01:47,"I was heartbroken, My mom knew it. I was scared to get another cat.  
2015-07-06 02:40:29,"I was going to beat you at all of these, but it would be too easy. http://t.co/ycutm9Wyne"
2015-07-05 01:01:34,"A shining expression of love for your dog, made in the U.S.A.
2015-07-02 15:03:08,"The screaming from the cellar at first was loud, then slowly weaker...
2015-07-02 11:02:22,"So Much Cuteness, I Nearly Fainted! ►http://t.co/0YLATmFrcb http://t.co/iQMiq8EYD5"
2015-07-02 02:01:37,"Abby first showed up in my mom's backyard with a fractured hip, dirty, and scared.  ►http://t.co/cUX1YrRmwm http://t.co/67wyUER5mr"
2015-07-01 09:02:04,"A Soldier Saved a Cat, and the Cat Saved Him Right Back ►http://t.co/ZHdEMEqtdV http://t.co/9QxiPPzsbp"
2015-07-01 06:01:33,"This is my boy, Bartholomew. http://t.co/P3Ivh8B4Gm"
2015-06-30 21:02:30,"A little white cat showed up on our street, crying so loud for such a tiny body. ►http://t.co/daKHek8GbX http://t.co/Xy7mEs33sE"
2015-06-30 11:01:43,"Yea, I Just Died…Kitten Killed Me With The Cutest Meowing Possible
2015-06-30 07:01:58,"He started out as a regular, cute, black kitty called Luis. ►http://t.co/Euk03AQ5hH http://t.co/qMJWRiAkyb"
2015-06-30 03:01:24,"Willow meet Fern, Fern meet Willow 😼 http://t.co/P41Lv6nTuZ"
2015-06-29 20:02:41,"The inside reads, """"Always by my side, Forever in my Heart.""
2015-06-29 18:03:13,"She was older, a ""black"" cat, and no one could say many positive things about her.
2015-06-27 08:01:29,"Zeus, who loves a tummy rub... http://t.co/qBV6ZXtWI8"
2015-06-25 15:03:19,"A Homeless, Blind Cat Gets A Sidekick And A Happy Ending!
2015-06-25 08:01:33,"Roxy, my love! http://t.co/hbgG7kNVlb"
2015-06-25 04:01:22,"Purple paws, gleaming hearts, and a whole lot of shine ►http://t.co/CL3c17dcHa http://t.co/QoEZWuGRWE"
2015-06-24 04:01:13,"The perfect summer dress! Plus, orders fund food for rescue animals!►http://t.co/3b1qyggFXM http://t.co/E6TEdUkZKO"
2015-06-24 03:01:19,"This is how I found my cat, Precious, sleeping in the office this morning. http://t.co/KIhdU9ucqk"
2015-06-24 00:01:57,"Miss Nora, sleepy cuddle. http://t.co/RVhrV89bSg"
2015-06-23 13:04:08,"More importantly, this mug also comes catffeinated. ►http://t.co/8Z9ieJpKeD http://t.co/mhkEnptq0w"
2015-06-23 04:01:23,"Though they're no longer with you, the paw print they left on your heart will remain forever ►http://t.co/WGLEZFCSE4 http://t.co/MxOIEFexUX"
2015-06-22 18:02:40,"I caught sight of the lanky Tabby in an adjoining enclosure, who was named Lilly. ►http://t.co/hmkuwiPfmL http://t.co/7LWOOsN7Ub"
2015-06-18 06:01:19,"""Roxy, my love!"" --- Kelly http://t.co/W559BYDCHD"
2015-06-17 19:03:26,"""My tuxedo cat, Boots."" --- Betty http://t.co/5jaCPLhbzk"
2015-06-16 19:03:12,"""Jenna, 3, gets a little too close to Clyde for comfort."" --- Crystal http://t.co/mITDlvzCeN"
2015-06-16 13:03:26,"Purple paws, gleaming hearts, and a whole lot of shine  ►http://t.co/JXvI8w8LZz http://t.co/7FQnYfbZ1z"
2015-06-13 06:01:15,"""Lupita and teddy, ready for bed."" --- Viviana http://t.co/2CMADAaFN5"
2015-06-08 08:01:39,"This is Maximillian, Max for short - Andy http://t.co/ZmN1Zk6bn6"
2015-06-08 06:01:25,"Best snuggle buddy, Leo. --- Jennifer http://t.co/6ngVb4PjWM"
2015-06-08 01:01:25,"Nothing's better than coming home to a patiently waiting, loving pet &gt;&gt;http://t.co/R8ZpsX3ICh http://t.co/FwIHZPcwAy"
2015-06-07 17:02:18,"Beautiful, Denise! http://t.co/Vx1n6jLecn"
2015-06-07 13:01:37,"Making their way off the streets, out of the shelter, and straight to your heart &gt;&gt;&gt;http://t.co/PoeKvXb9mk http://t.co/zLg0ufkEQN"
2015-06-06 22:01:53,"If I didn’t want her, they’d give her to a shelter.  &gt;&gt;http://t.co/LupnnsClj7 http://t.co/f1tpnsPiKM"
2015-06-06 14:02:44,"""My personal stylist, Odin, helping pick out my shirt for today."" --- Stacie http://t.co/rIggatvAc7"
2015-06-05 00:01:43,"""Brother and sister, Cheeko &amp; Baby Kane."" --- Karen http://t.co/z8amwvejXr"
2015-06-04 21:02:18,"A Soldier Saved a Cat, and the Cat Saved Him Right Back ►http://t.co/9TqypijWLR http://t.co/FxfkJ59yIS"
2015-06-04 17:03:04,"""My sweet Bianca, I love her to pieces."" --- Lucila http://t.co/vx7ZQx1XCZ"
2015-06-03 14:04:00,"""Delta says sure Charlie, use my paws as a pillow."" --- Ciara http://t.co/30Lf0gKErb"
2015-06-03 09:02:04,"The Cute…It’s Too Much. Meet Pancake, The Cutest Kitten Of All Time ►http://t.co/iOT8tqthCS http://t.co/kdECeeuPQq"
2015-06-03 05:01:16,"When They Heard About Deer Trapped on the Ice, These Guys Just Had to Help! ►http://t.co/a7XTC5ulge http://t.co/EPEJIXuK2T"
2015-06-02 01:01:22,"You don't ask for much, just a little quality downtime. ►http://t.co/DyOpYC1KGQ http://t.co/gEadOpsYMr"
2015-05-29 18:02:25,"A Soldier Saved a Cat, and the Cat Saved Him Right Back ►http://t.co/jWq4sLrVVi http://t.co/PPi1hEGMrW"
2015-05-29 08:01:55,"""Brother and sister, Cheeko &amp; Baby Kane."" --- Karen http://t.co/I1eqrNS4sW"
2015-05-29 03:01:23,"""My sweet Bianca, I love her to pieces."" --- Lucila http://t.co/AXfuv1WyAH"
2015-05-28 16:02:42,"Your love for animals fills your heart, just as the paw prints fill these pewter earrings ►http://t.co/Qs4v8IKAjm http://t.co/oZsOyhLrpN"
2015-05-28 06:01:33,"""My handsome man, Tigger."" --- Meagan http://t.co/sXd4RRrDvZ"
2015-05-28 01:01:55,"A single paw print, bedazzled with radiant crystals ►http://t.co/HjEJh7S3LM http://t.co/JBpV58Var6"
2015-05-27 15:03:20,"At First it’s Just a Brush Fire Story, But Then… ►http://t.co/G3EA1ZUwgN http://t.co/jw2luZDwR0"
2015-05-27 10:02:22,"A Soldier Saved a Cat, and the Cat Saved Him Right Back
2015-05-26 14:03:04,"This is Maximillian, Max for short - Andy http://t.co/5MXnXtplb4"
2015-05-25 15:03:04,"Thinking About Getting A Second Cat? If So, Then Read This! ►http://t.co/zgfFwXbf1H http://t.co/RkaIq20FJ2"
2015-05-25 14:03:13,"""My personal stylist, Odin, helping pick out my shirt for today."" --- Stacie http://t.co/AMIvdOJ5hZ"
2015-05-25 08:01:44,"Best snuggle buddy, Leo. --- Jennifer http://t.co/tBGc2Z9UZ0"
2015-05-24 15:02:21,"Marmalade, Kitty Warrior!
2015-05-24 12:02:14,"When we moved to our new appartment, I wanted a second cat for our Hector to play with.  ►http://t.co/4QuAAClziZ http://t.co/Nmw2TnQjE3"
2015-05-24 07:01:27,"No Military Vet Should Be Abandoned, And That Includes The Canine Veterans!
2015-05-24 06:01:05,"""My tuxedo cat, Boots."" --- Betty http://t.co/zPPd6ZHZ8e"
2015-05-23 19:02:04,"""I adopted Nico five years ago, today is her 10th birthday."" --- Gail http://t.co/P5OqroJyFL"
2015-05-23 10:01:44,"So Much Fluff, So Much Cuteness! This May Make You Scream!
2015-05-23 05:01:13,"As I was crying &amp; feeling hopeless, a beautiful thin black cat came towards me meowing ►http://t.co/aNA1ZoqMmH http://t.co/d1mxN9zEhR"
2015-05-23 04:01:09,"Bright, bold, and beautiful!  ►http://t.co/SiDTvQQDrT http://t.co/auZpR9BAkS"
2015-05-21 17:02:44,"""My buddy, Phantom."" --- Kaitlyn http://t.co/Vh9ZdDOe6E"
2015-05-20 20:02:28,"Clean, cool sterling silver and a winged purple paw of Swarovski crystals  ►http://t.co/hX9bxkUms2 http://t.co/AGtEVTSqbb"
2015-05-20 13:02:38,"Purple paws, gleaming hearts, and a whole lot of shine ►http://t.co/Z4gDp4Bp8j http://t.co/uhSfHRxuao"
2015-05-19 23:01:41,"Watch This Hilarious Game Of “One Potato, Two Potato” Between A Cat And His Owner ►http://t.co/QhsxfmsTGI http://t.co/TGmG2Ty95i"
2015-05-19 16:03:32,"""Always by my side, Forever in my Heart."" ►http://t.co/JBqNz0RKlW http://t.co/mf3lV2t6Bb"
2015-05-19 14:02:52,"""My baby boy, Pudder Clarey."" --- Mare http://t.co/U36cNTcGXW"
2015-05-19 12:02:22,"The day I finally had enough space to share with a pet, I headed towards the nearest shelter. ►http://t.co/bQ3bETGl6q http://t.co/5rPRIH5tCd"
2015-05-19 08:01:38,"""Mayita, a lovely and curious personality."" --- Eliana http://t.co/MqZsoZXrRe"
2015-05-19 04:00:50,"A single paw print, bedazzled with radiant crystals ►http://t.co/sV11TAIPP0 http://t.co/KLQTZnABjl"
2015-05-19 02:01:18,"This Story Is About Lala, Who Unknowingly Rescued Me. ►http://t.co/3msgsEHn3k http://t.co/TiI7xIt45R"
2015-05-18 09:01:43,"This Story Is About Lala, Who Unknowingly Rescued Me.
2015-05-18 04:01:00,"Clean, cool sterling silver and a winged purple paw of Swarovski crystals ►http://t.co/LybtxrA0jh http://t.co/Yt7J6ORAit"
2015-05-18 03:01:05,"""My beautiful boy, Farley. He has gorgeous orange eyes. I'm so glad he found his forever home with us."" --- Amber= http://t.co/LOJUTCmhI0"
2015-05-18 01:01:03,"Though your pet may not be at your side, the memories shared will always be in your heart. ►http://t.co/Swhg8Y7OAs http://t.co/NaIn3RcBAV"
2015-05-17 23:01:29,"A couple of years ago, my brother went out to his car one morning and saw something  ►http://t.co/wUwGVYk1YI http://t.co/2CLpcBTtNw"
2015-05-17 18:01:55,"He mistreated her, and his kids were very rough with her. Then the just abandoned her. ►http://t.co/MsksXwb9Yl http://t.co/TtUTal4DVh"
2015-05-17 16:02:08,"Animal lovers, you will absolutely fall in love with this paw print beaded bracelet!►http://t.co/5WRQFFAIFj http://t.co/ErXokRgmqB"
2015-05-17 12:01:41,"""We found a feral kitten outside our clinic, and she needs a home."" ►http://t.co/a2eUAdVZC9 http://t.co/TL1kz9n4Az"
2015-05-17 05:00:54,"She wanted so much love, but nobody could hear her meow. ►http://t.co/ltRhdpsNgN http://t.co/a9JB2g0TPU"
2015-05-16 22:01:32,"We were on our way home from the grocery store, driving down a farm-to-market road..Read here ►http://t.co/T1c5CYqT8w http://t.co/JCxQzrrdbk"
2015-05-16 19:01:49,"""My sweet baby, Ozzy."" --- Renee http://t.co/BlGiErSEiV"
2015-05-16 07:01:16,"A Soldier Saved a Cat, and the Cat Saved Him Right Back 
2015-05-16 01:01:26,"You don't ask for much, just a little quality downtime  ►http://t.co/09lfCumMkz http://t.co/7Mx4bH3imd"
2015-05-15 15:02:30,"Such LOVE, Such SNUGGLES, And So Much Fluff!
2015-05-15 09:01:38,"If It Walks Like A Dog, And Talks Like A Dog, Then It Must Be A…Cat? 
2015-05-14 21:01:26,"I picked him up, and the first thing he did was wrap his ""arms"" around my neck. ►http://t.co/nC2s05rjAl http://t.co/3VIWHgPFRi"
2015-05-14 17:02:10,"""Jenna, 3, gets a little too close to Clyde for comfort."" --- Crystal http://t.co/5Mtu9wPAUA"
2015-05-14 06:01:09,"So cute, Monica! http://t.co/Q6ze45vbn1"
2015-05-14 04:00:58,"The epitome of cool, the essence of swank. ►http://t.co/O6TMYmNAj7 http://t.co/kmhUCKnCh3"
2015-05-14 00:01:15,"""Our baby girl Cashew, enjoying her sunny spot."" --- Amy http://t.co/hV3w2B3MXE"
2015-05-13 22:01:57,"When I got him home, he hid behind the washer and dryer for a week. ►http://t.co/70JuSyhdxL http://t.co/AS62xAQmlo"
2015-05-13 21:01:42,"Cats, Eagles, &amp; Foxes – Oh My! Close Encounters Of The Wild Kind ►http://t.co/6kI9g9KhHj http://t.co/troMashTF6"
2015-05-13 16:02:29,"Our earrings feature a brass kitty within a framework of shimmering sterling silver,  ►http://t.co/OMDYSInqo7 http://t.co/gI0bE9Hgar"
2015-05-13 07:01:36,"They were black, they were males, and they were no longer cute little babies. ►http://t.co/PizRyI1gT1 http://t.co/XbVAAJnN2C"
2015-05-12 18:20:34,"These first time encounters are not only hilarious, they are too cute to miss!
2015-05-12 17:02:30,"SO cute, Andrew! http://t.co/pstlIwyd9h"
2015-05-12 16:02:09,"Our mug starts your day right, with hot coffee and terrific words to live by. ►http://t.co/WftP3Zx0OP http://t.co/WDEn8VN4EI"
2015-05-12 15:02:30,"When You’re A Cat, It’s All About The Fun!!!
2015-05-12 10:01:15,"Cole and Marmalade are adorable, no matter what trouble they’re getting into. ►http://t.co/G14HrNQ7bM http://t.co/l8UXLDrFJ1"
2015-05-11 21:02:05,"These two were separated for 10 days and when they were reunited, this happened! 
2015-05-11 04:01:00,"Though your pet is no longer with you, their paw print will remain forever on your heart. ►http://t.co/xkjE2jZ1uX http://t.co/yYAPRZZIy4"
2015-05-11 00:01:23,"""My tuxedo cat, Boots."" --- Betty http://t.co/eRhcxZDp7d"
2015-05-10 23:01:37,"Our cat Jasmine was lonely after we moved, so we decided to get a kitten ►http://t.co/GaTlJmeuO6 http://t.co/8JjlDjupmr"
2015-05-10 13:02:38,"Carry this unmistakable, pocket-sized memorial with you everywhere ►http://t.co/8bEwu5q5Jp http://t.co/U4F8esvUwz"
2015-05-10 06:00:52,"""Brother and sister, Cheeko &amp; Baby Kane."" --- Karen http://t.co/fGLOIt2aNz"
2015-05-10 05:01:06,"Dollhouses Are Not Just Fur Kids, ROFL! ►http://t.co/KdlOA9VTck http://t.co/Rxqjv6fUbg"
2015-05-10 04:01:09,"Though your pet may no longer be at your side, they'll always have a place in your heart.  ►http://t.co/NTthiYXewB http://t.co/NqZdSUkJOF"
2015-05-10 00:01:33,"""My sweet Bianca, I love her to pieces."" --- Lucila http://t.co/oG5rWd0TSJ"
2015-05-09 23:01:35,"A Soldier Saved a Cat, and the Cat Saved Him Right Back ►http://t.co/PqJ3qCvsrg http://t.co/EYifUpRQFb"
2015-05-09 22:01:34,"You May Think You Don’t Enjoy Magic, But Wait Until You See This Pups Trick!
2015-05-09 20:02:05,"Carry the love you have for your pet in your heart, and on your jewelry. ►http://t.co/rFBsP3B2OM http://t.co/xHztOf0CJD"
2015-05-09 09:01:48,"I spent the next several weeks finding them homes, one at a time ►http://t.co/UgfYgWFsnH http://t.co/Q3mdLn2J6k"
2015-05-09 05:01:02,"One Potato, Two Potato” Between A Cat And His Owner
2015-05-09 03:01:17,"Stunning, Roxanne! http://t.co/Fu2vQLwgCT"
2015-05-07 22:02:27,"At First it’s Just a Brush Fire Story, But Then… ►http://t.co/ihtvbuQaFC http://t.co/AZfaqlyf1w"
2015-05-07 04:01:12,"Our hooded sweatshirt isn't only inspirational, it's adorable! ►http://t.co/rCjwjOgRs0 http://t.co/2KIgIHcTL5"
2015-05-07 01:01:40,"The only question left is...another mug of coffee, or a nap? ►http://t.co/1UaktrKky3 http://t.co/PuqP8hvT98"
2015-05-06 10:01:41,"The longer I looked at the picture, the more I wanted her.
2015-05-06 09:01:41,"These Felines Are So In Synch, They Should Start a Cat Band!
2015-05-06 07:01:17,"A Soldier Saved a Cat, and the Cat Saved Him Right Back ►http://t.co/kQJncT7ytJ http://t.co/14GqRcGnpu"
2015-05-06 00:01:19,"""My silly sweatheart, Sammy."" --- Lauren http://t.co/biIthzR2cD"
2015-05-05 23:01:34,"In case you need any more evidence about cats and their love of all things boxy, here you go! ►http://t.co/6nGCH94898 http://t.co/bEFT4Rq6Za"
2015-05-05 22:02:02,"Every dog owner knows that their dog has a lot to say, and that they aren’t afraid to say it. ►http://t.co/EyPr2A6XVq http://t.co/oXxpJwzpYj"
2015-05-05 13:03:26,"Making their way off the streets, out of the shelter, and straight to your heart ►http://t.co/Zm15qHE86B http://t.co/5j7OZ2Nr5d"
2015-05-05 10:01:53,"Sure enough, the little kitty had mischievously hitched another ride into town! 
2015-05-05 00:01:33,"""My little sisters, June Bug and Lola Pop, being lazy while it sheets and snows outside."" --- Eileen http://t.co/ws3fu1BK7q"
2015-05-04 18:02:33,"Somehow, the kitty had climbed up underneath their car, riding into town!  ►http://t.co/o3EDHzQt09 http://t.co/TuYj56gpfA"
2015-05-04 17:02:41,"Adorable, Jerry! http://t.co/OQCqPVs1nP"
2015-05-04 09:01:23,"He was 10 weeks old, skinny, flaming orange and obnoxious  ►http://t.co/LAcjpbzXei http://t.co/uUeyAiPgkv"
2015-05-04 01:01:21,"Bright, bold, and beautiful!  ►http://t.co/Rib0N0oSgo http://t.co/9svEq6LeUx"
2015-05-03 20:01:28,"Made in Poland from 100% Baltic amber, widely held to be the best in the world. ►http://t.co/4w5jbQKcyA http://t.co/8CcQrsWAi1"
2015-05-03 18:01:49,"A woman came in with a scrawny, half-grown kitten in a box and wanted to surrender him ►http://t.co/VgckI3vMJ0 http://t.co/fxfw7KwVWk"
2015-05-03 09:01:08,"This cat cannot wait to go to sleep, and waits for her human during their bedtime routine ►http://t.co/1BCwXZMMZH http://t.co/bh0reVki6N"
2015-05-03 05:00:48,"In April 2014, I was brought into a county pound by someone sweet.  ►http://t.co/UoEPbDdTyF http://t.co/jvEnJLYcGv"
2015-05-02 14:01:41,"""My sweet Zippy, sleeping soundly."" --- Melanie http://t.co/wE4HRMOFaa"
2015-05-02 12:01:17,"She was tiny, she fit in the palm of my hand. I wasn't sure she would live or not.  ►http://t.co/trutPFh82d http://t.co/ecMkJ7NknN"
2015-05-02 11:01:31,"We are travelers, and felt so bad for our calico cat name Calica ►http://t.co/Inb9JHYc8Z http://t.co/rtMaUMOMfO"
2015-05-01 03:01:09,"""Zeke, our 5 year old maine coon mix."" --- Dena http://t.co/XDshtnvYe2"
2015-04-30 23:01:26,"Watch This Hilarious Game Of “One Potato, Two Potato” Between A Cat And His Owner ►http://t.co/mQG89RcaJw http://t.co/9zG870zmGN"
2015-04-30 11:01:26,"Somehow, the kitty had climbed up underneath their car ►http://t.co/16YYyXLWmH http://t.co/Nf0s2UoOFO"
2015-04-29 16:02:26,"The unity of all living things, magnificently symbolized in the mystical tree of life. ►http://t.co/9OhJ4vYtaW http://t.co/Eoku6n3ANj"
2015-04-28 21:01:38,"Having never been in an animal shelter before, I was quickly overwhelmed. ►http://t.co/AjkJflN0o4"
2015-04-28 18:02:18,"“When I Cough, The Cat Quacks.” ►http://t.co/OryyZ4V02N http://t.co/fweFzDx8iM"
2015-04-28 17:02:40,"""My snuggle puss, Nietzsche."" --- Caroline http://t.co/JZ0KznTpfy"
2015-04-27 19:02:26,"""My tuxedo cat, Boots."" --- Betty http://t.co/OlEUI8Ol7o"
2015-04-25 06:01:08,"""My sweet baby, Ozzy."" --- Renee http://t.co/tl3jvGsjRB"
2015-04-24 03:01:21,"""Jenna, 3, gets a little too close to Clyde for comfort."" --- Crystal http://t.co/Ahf0YfWLSE"
2015-04-24 01:01:35,"Color leaps from the pages of glossy magazines, lending unmistakable verve to this bracelet. ►http://t.co/U6RSQGeODl http://t.co/QXzGwXvrC1"
2015-04-23 17:02:26,"So cute, Monica! http://t.co/m3riAjURvp"
2015-04-23 16:02:09,"Bright, bold, and beautiful! ►http://t.co/dbv0TBRHCa http://t.co/jMgFi4VKWB"
2015-04-23 13:03:42,"Finally, a hoodie in easy-care cotton/poly fleece that expresses all the right priorities  ►http://t.co/7osbma0Zg6 http://t.co/XPHfm6V9RY"
