created_at,text
2015-06-25 17:03:05,Such a lady :) http://t.co/n0yHoGHnBT
2015-06-25 16:03:15,Every purchase helps animals in need! ►http://t.co/QD0lhKGP4n http://t.co/nYM26H9VgN
2015-06-25 15:03:19,"A Homeless, Blind Cat Gets A Sidekick And A Happy Ending!
►http://t.co/9QcuXTYBV7 http://t.co/m0IMS3JGya"
2015-06-25 14:03:24,Brother and sister. http://t.co/98LWbRnMZI
2015-06-25 13:03:30,#AdoptDontShop ►http://t.co/YuH4wRTZih http://t.co/P6spdzD6Ow
2015-06-25 12:02:42,She loves boxes! http://t.co/j7sDJ8YANb
2015-06-25 11:02:27,"Do You Love Watching Cat Videos? Then We’ve Got Great News for You!
►http://t.co/DdOUvyQ9iv http://t.co/yQYuxcg3vX"
2015-06-25 10:01:43,There’s Nothing Wrong With Some Love Bites :-D ►http://t.co/7KcKUJKGLy http://t.co/25c0Nnf3bQ
2015-06-25 09:01:39,Work Out Tips With Our Favorite Ragdoll Kitty! ►http://t.co/bMyfuwSSxg http://t.co/lzlvYdjmcs
2015-06-25 08:01:33,"Roxy, my love! http://t.co/hbgG7kNVlb"
2015-06-25 06:01:14,Fur-siblings Mia and Rolz http://t.co/y0bzYs2r6x
2015-06-25 05:01:13,"CIA Really Stands For Cat Intelligence Agency…Makes Purr-fect Sense!
►http://t.co/ZqbK8TBlSY http://t.co/SyKGXWiQ0h"
2015-06-25 04:01:22,"Purple paws, gleaming hearts, and a whole lot of shine ►http://t.co/CL3c17dcHa http://t.co/QoEZWuGRWE"
2015-06-25 03:01:16,Princess Leah http://t.co/16W630G4Gd
2015-06-25 02:01:13,Being Owned By A Black Cat Is Very Lucky! Here’s Why… ►http://t.co/J7mUwxJ8O0 http://t.co/lXo9DGrgUp
2015-06-25 01:02:02,This bracelet serves as a beautiful reminder of your most cherished pet. ►http://t.co/g8FiwqlqaJ http://t.co/xmGG8iIkXw
2015-06-25 00:01:50,Mikey sleeping http://t.co/exGmVStyPj
2015-06-24 19:02:51,Sabrina our new kitten http://t.co/BEBpLVUkuu
2015-06-24 17:03:31,This is beautiful Nancy http://t.co/Q3bfKF4mAl
2015-06-24 14:03:29,Gorgeous Syd!
2015-06-24 08:01:41,Foster kittens Sadie and Piper at three weeks old. http://t.co/g3YtGcCPs5
2015-06-24 07:01:46,Tiny Foster Kitties Have A New Guardian Angel! ►http://t.co/jDqgdT7xJc http://t.co/nciqaL4xfM
2015-06-24 06:01:19,My rescue baby Mikey! http://t.co/ttm3IHYj6D
2015-06-24 05:01:18,Just What I Needed To Cool Off (And Smile!) ►http://t.co/3xpLcbdiDv http://t.co/Ei2s7oQPcA
2015-06-24 04:01:13,"The perfect summer dress! Plus, orders fund food for rescue animals!►http://t.co/3b1qyggFXM http://t.co/E6TEdUkZKO"
2015-06-24 03:01:19,"This is how I found my cat, Precious, sleeping in the office this morning. http://t.co/KIhdU9ucqk"
2015-06-24 02:01:32,"Cat Gets Stuck In The Oddest Place…How Would You Help Louie?
►http://t.co/qcHCnXWtix http://t.co/MynkuGm0Ma"
2015-06-24 01:02:04,Tell them how you really feel! Every purchase helps animal in need! ►http://t.co/IukrXH52U4 http://t.co/6gRnSNgjNb
2015-06-24 00:01:57,"Miss Nora, sleepy cuddle. http://t.co/RVhrV89bSg"
2015-06-23 20:03:02,Are you kitten me? ►http://t.co/ebxLaWDolh http://t.co/7PN0OkrPar
2015-06-23 19:03:03,And introducing Mr. Chandler he is 14 years old http://t.co/0f4XA0CS91
2015-06-23 17:03:18,How can you say no to that mustache?? http://t.co/QwOoxVsNEf
2015-06-23 16:04:11,It's always tea time with this beautifully unique elephant mug!  ►http://t.co/QTSQRZ10Hw http://t.co/hBPkCHq45H
2015-06-23 14:03:50,I just wanted to share the newest addition to my family! Her name is Frankie. http://t.co/kHFF0LN3Om
2015-06-23 13:04:08,"More importantly, this mug also comes catffeinated. ►http://t.co/8Z9ieJpKeD http://t.co/mhkEnptq0w"
2015-06-23 09:01:56,"Scraps - From Feral To Furbaby

►http://t.co/lKo1PKLN28 http://t.co/KucHpcOaJS"
2015-06-23 08:02:05,My beautiful little girl. - Jami http://t.co/bkiHiYGKoZ
2015-06-23 07:01:57,Kitty Is Ready To Go To Sleep  ►http://t.co/7lEk0d3FQs http://t.co/4kVPVOFJSD
2015-06-23 06:01:23,Meet my new baby...his name is Buddy. http://t.co/zawyx3AnPh
2015-06-23 05:01:20,"Watch As This Kitten Slooooowly Faaaaalls Asleeeeep On Her Owner’s Shoulder. Adorable!

►http://t.co/7uons5JAr2 http://t.co/niJTqIubrh"
2015-06-23 04:01:23,"Though they're no longer with you, the paw print they left on your heart will remain forever ►http://t.co/WGLEZFCSE4 http://t.co/MxOIEFexUX"
2015-06-23 03:01:33,My favorite way to wake up in the morning! http://t.co/cwq5L1D1vL
2015-06-23 02:01:36,"French Bulldog Puppy Wants His Bed Back From The Cat Thief!

►http://t.co/WRB9sjvm98 http://t.co/d78WIuy5GW"
2015-06-23 01:02:04,Let your inner spirit animal shine with our radiant paw print teardrop earrings ►http://t.co/39BpLOlZNh http://t.co/Df63aOVt7Y
2015-06-22 23:02:24,It’s Nap Time! Check Out Cats And Kittens Sleeping In Silly Positions ►http://t.co/nzFe0j0evG http://t.co/FPfzjShgcC
2015-06-22 22:02:43,We saw something in him that day and took a chance...  ►http://t.co/Qa1DX0RQNM http://t.co/aTjr0edDpy
2015-06-22 21:02:45,Here's your daily reminder to click!  ►http://t.co/pbh0zKIHA6 http://t.co/GPt9KsmKN2
2015-06-22 20:03:41,A little bling's just the thing! ►http://t.co/eWlxEWuku3 http://t.co/BAVpNiaBbE
2015-06-22 19:03:01,So cute! http://t.co/PihyEoZQkA
2015-06-22 18:02:40,"I caught sight of the lanky Tabby in an adjoining enclosure, who was named Lilly. ►http://t.co/hmkuwiPfmL http://t.co/7LWOOsN7Ub"
2015-06-22 14:30:39,Alaska doing her Rabbit impression http://t.co/nzf1oGHdQe
2015-06-18 08:01:29,"""Brother and sister."" -- Dawn http://t.co/iJS9S4SSEK"
2015-06-18 06:01:19,"""Roxy, my love!"" --- Kelly http://t.co/W559BYDCHD"
2015-06-18 03:01:14,"""Scooty girl."" --- Stacey http://t.co/5Rv2XOIAEO"
2015-06-18 00:01:56,"""Shadow is shy and incredibly sweet. He's adorable and very loved."" --- Maria http://t.co/Byjm5RLKT2"
2015-06-17 21:02:37,"His sign said he was a ""talker"" named Rufus. ►http://t.co/iWMnzgVCNZ http://t.co/cVoc5Zae0d"
2015-06-17 19:03:26,"""My tuxedo cat, Boots."" --- Betty http://t.co/5jaCPLhbzk"
2015-06-17 18:02:33,Here's your daily reminder to click!  ►http://t.co/QKxuMpm5vR http://t.co/I9l0k5L2ty
2015-06-17 17:03:43,"""Imogen the kitten!"" --- Casey http://t.co/fxeOyLwIh6"
2015-06-17 15:03:20,You Won’t Believe This Miraculous Reunion Between A Tornado Survivor And Her Beloved Cat! ►http://t.co/iq6L6H0td0 http://t.co/BxQGljCRtH
2015-06-17 14:03:50,Don't forget to stretch! http://t.co/jocpfRxEgx
2015-06-17 11:02:28,"Stop Searching! We Have Found The Cutest Thing On The Internet! 
►http://t.co/QUGu3UrURP http://t.co/Y3pDtxLA59"
2015-06-17 10:01:40,You Have To See This Hilarious Ninja Kitten Do His Thing! ►http://t.co/CmLcu9Leoz http://t.co/8SPBl7fDD2
2015-06-17 09:02:00,Having one cat already we decided that she needed a play mate. ►http://t.co/OkIF7Izcqw http://t.co/AXzxqGeVPg
2015-06-17 08:01:45,"""Abby."" --- Tracey http://t.co/tCZtDkWGOB"
2015-06-17 06:01:31,"""Reggie the ham."" --- Leslie http://t.co/8VxQrNlfYm"
2015-06-17 04:01:14,You will always hold your cherished companion close.  ►http://t.co/JhzU4ajnum http://t.co/OEovR1s6iY
2015-06-17 03:01:26,"""Scotch finally mastered laying on the banister without falling."" --- Milena http://t.co/RZF1LA9w8a"
2015-06-17 01:01:31,The precious pairing of sterling silver and gold plating on a paw print ring ►http://t.co/1K409Th58q http://t.co/EZV8zAP1Py
2015-06-17 00:01:59,"""This is Milo. He's 6 months old and not as innocent as he looks but I love him."" --- Amanda http://t.co/25dgvAefAe"
2015-06-16 20:02:12,The paw print they left on your heart will remain forever.►http://t.co/YikmAqZCWI http://t.co/ObFuACiPzq
2015-06-16 19:03:12,"""Jenna, 3, gets a little too close to Clyde for comfort."" --- Crystal http://t.co/mITDlvzCeN"
2015-06-16 18:03:00,"Too Funny — Watch This Adorable Cat Play Hide And Seek With Her Owner
►http://t.co/pPHEEdOtmO http://t.co/e8UgnPBTiu"
2015-06-16 17:03:10,"""Luciano relaxing."" --- Sarah http://t.co/o7HcIlJjaM"
2015-06-16 16:03:02,The bond between you and your pet is special and held close to your heart. ►http://t.co/fOxDhX26GX http://t.co/Z1NFaG0ijH
2015-06-16 15:02:41,"OMG This Is Adorable–A Sleepy Kitten Playing An Invisible Harp! 
►http://t.co/7tq0XJ2Z5M http://t.co/ofDmZWizF4"
2015-06-16 14:03:33,Perfect timing! http://t.co/StCawQVs1W
2015-06-16 13:03:26,"Purple paws, gleaming hearts, and a whole lot of shine  ►http://t.co/JXvI8w8LZz http://t.co/7FQnYfbZ1z"
2015-06-16 12:02:37,Sisters Who Stole My Heart And Made A Dog Man A Cat Lover ►http://t.co/5FohK5in16 http://t.co/aJhYVnSLNE
2015-06-16 11:02:11,This Tiny Kitty Shows A Huge Dog Who Is In Charge Of Their House!  ►http://t.co/p3TrCjG0Zn http://t.co/ZaZ3EXumGb
2015-06-16 10:02:03,This Is The Happiest Cat I’ve Ever Seen ►http://t.co/b3gyp40qvH http://t.co/wEiUJ0Lujx
2015-06-16 09:01:44,Puppy And Human Argue About Waking Up And It’s SO CUTE ►http://t.co/5lRl50GE44 http://t.co/jeQDzuehFN
2015-06-16 08:01:57,Does your cat play fetch? http://t.co/kpsxc2JY7q
2015-06-16 07:01:41,Here’s Your Daily Dose Of Cute! I Can’t Pick A Favorite! ►http://t.co/IcmykSTZUY http://t.co/PktRSZshz0
2015-06-16 06:01:25,"""Finally got Suzette to use the new cat bed."" --- Ken http://t.co/eWdaJ5LD8S"
2015-06-16 05:01:06,"I Can’t Stop Laughing. This Cat Thinks He’s Super Sneaky
 ►http://t.co/pmSxCRCj7R http://t.co/fTWsRZuVx5"
2015-06-16 04:01:08,Gleaming bands of dimpled metal catch the light on our bangle ►http://t.co/RUZcAnB7yF http://t.co/GiNkDS9eM6
2015-06-16 03:01:24,"""My baby Nutella."" --- Raghda http://t.co/9EvIV3Wv9n"
2015-06-16 02:01:32,How To Heal A Broken Heart ►http://t.co/gtvfBu0xFV http://t.co/LpKKxo9gBe
2015-06-16 01:01:32,Remember a beloved pet who has moved on ►http://t.co/wKPEaMtYjt http://t.co/Wz5hkaBF2w
2015-06-16 00:01:36,So sweet! http://t.co/rKT4Y4g3jV
2015-06-15 16:03:31,http://t.co/5YrfUrJmks
2015-06-15 03:01:05,http://t.co/EBeDhonixq
2015-06-15 00:01:32,http://t.co/yaLBY2IZ2r
2015-06-14 00:01:27,http://t.co/p2cB89SRzL
2015-06-13 19:02:20,http://t.co/uKAWQSl7e4
2015-06-13 14:02:13,http://t.co/zd45xBbZtR
2015-06-13 08:01:39,Sneak attack! http://t.co/dHRdLAGGEM
2015-06-13 06:01:15,"""Lupita and teddy, ready for bed."" --- Viviana http://t.co/2CMADAaFN5"
2015-06-13 03:01:17,Hey there! http://t.co/X2K8TWl6mF
2015-06-09 02:01:23,Daisy protecting her basket of towels! --- Janelle http://t.co/qg707A2Og5
2015-06-08 17:02:54,Sammy is such a good boy and so funny. --- Wenda http://t.co/JvYJn8FtXh
2015-06-08 16:03:01,Our bracelet wraps your wrist in a glittering show of love for your four-legged friends.  &gt;&gt;&gt;http://t.co/Xl76FpETwY http://t.co/z4AtYlbgr9
2015-06-08 13:02:33,Admit it: they have left their paw prints on your heart!  &gt;&gt;&gt;http://t.co/Q9OzfU147k http://t.co/7uw8U1dcvv
2015-06-08 08:01:39,"This is Maximillian, Max for short - Andy http://t.co/ZmN1Zk6bn6"
2015-06-08 06:01:25,"Best snuggle buddy, Leo. --- Jennifer http://t.co/6ngVb4PjWM"
2015-06-08 05:01:15,This little Calico/Tortie had been abandoned or dumped in my condo complex. &gt;&gt;&gt;http://t.co/RGZsBXm1Gz http://t.co/HlmGNEIXSb
2015-06-08 04:01:04,Shake up your accessorizing routine with this crafted origami panda necklace.  &gt;&gt;http://t.co/QxiCXZyUrw http://t.co/W0felLa3xG
2015-06-08 03:01:09,Midnight my co-pilot. --- Sandy http://t.co/iUTeH8O4LQ
2015-06-08 01:01:25,"Nothing's better than coming home to a patiently waiting, loving pet &gt;&gt;http://t.co/R8ZpsX3ICh http://t.co/FwIHZPcwAy"
2015-06-08 00:01:16,Elvis. --- Mike http://t.co/dbnUmOHZnj
2015-06-07 23:01:32,So Much Frisky In One Tiny Body! &gt;&gt;http://t.co/x9kyihsd5D http://t.co/02X9J2U4Qc
2015-06-07 22:01:31,Playtime With These Kitties Is Not Just Fun…It’s EPIC! &gt;&gt;http://t.co/JSnc6tNcdl
2015-06-07 19:01:53,Sister and brother. --- Tina http://t.co/9Nxzfzbg8Q
2015-06-07 17:02:18,"Beautiful, Denise! http://t.co/Vx1n6jLecn"
2015-06-07 14:02:26,"""My Freddie kicking back."" --- Jackie http://t.co/hxtpeUntV3"
2015-06-07 13:01:37,"Making their way off the streets, out of the shelter, and straight to your heart &gt;&gt;&gt;http://t.co/PoeKvXb9mk http://t.co/zLg0ufkEQN"
2015-06-07 06:01:12,"""Just chillin."" --- Katie http://t.co/RdQOJFb5O4"
2015-06-07 03:01:06,http://t.co/cKFhk6LAMq
2015-06-07 00:01:31,Relaxing :) http://t.co/KOE0MYN1vV
2015-06-06 22:01:53,"If I didn’t want her, they’d give her to a shelter.  &gt;&gt;http://t.co/LupnnsClj7 http://t.co/f1tpnsPiKM"
2015-06-06 20:02:22,Tell the world about the furever friend who has left an indelible print upon your heart. &gt;&gt;&gt;http://t.co/QxiCXZyUrw http://t.co/TUv3yZaJFs
2015-06-06 19:02:24,"""My Grandkitty Odin enjoying the space heater on this chilly IL day!"" --- Ellen http://t.co/6u1xVFudEO"
2015-06-06 18:02:27,There was a little fluffball under my car.  &gt;&gt;http://t.co/wUSaeB8EOR http://t.co/3N0ZIZ4Zst
2015-06-06 17:02:37,http://t.co/qGJzWvBkIS
2015-06-06 16:02:46,Give a gift of love for animals and celebrate your loved one's birth month!  &gt;&gt;&gt;http://t.co/B2cYuk8FD6 http://t.co/WdHEWlaclm
2015-06-06 14:02:44,"""My personal stylist, Odin, helping pick out my shirt for today."" --- Stacie http://t.co/rIggatvAc7"
2015-06-06 13:03:42,Our purple paw bracelet provides a bonus twist on the infinity knot &gt;&gt;&gt;http://t.co/29wmIFIxV7 http://t.co/6pgfP2RCY8
2015-06-06 08:01:31,"""Min nah min nah."" --- Mary http://t.co/hMApUvg2SH"
2015-06-06 06:01:19,"""Our not so little Scamps!"" --- Sarah http://t.co/kb0rEfgQki"
2015-06-06 05:01:15,The Tenderness That This Puppy Shows At Such A Young Age Is Astonishing! So Sweet! &gt;&gt;&gt;http://t.co/f6hAnKRMm7 http://t.co/vzwlg9q0xx
2015-06-06 04:01:02,Just because love shouldn't be treated like a game doesn't mean it can't be playful!  &gt;&gt;&gt;http://t.co/NZDhMUvwEv http://t.co/FqgJrqd8IA
2015-06-06 03:01:22,"""My beautiful baby boy Wispa."" --- Lorraine http://t.co/fuRqSTn5Uu"
2015-06-06 01:01:41,Colorful hand-crafted paw print beads are playfully strung alongside silver-tone beads &gt;&gt;&gt;http://t.co/rnVvy8dlh3 http://t.co/AICJuKv38b
2015-06-06 00:01:51,"""Roosevelt trying to get his beauty sleep."" --- Cently http://t.co/kWhMp2WBtU"
2015-06-05 22:02:02,LOL! These Cats Forgot That They Weren’t Human – Check Out The Funny Way They Are Sitting! &gt;&gt;http://t.co/8ovYHHlzaQ http://t.co/ahoKj9GDvU
2015-06-05 21:02:00,Kittens Dance With A Mop. Cha-Cha-Cha! &gt;&gt;http://t.co/Tc7KG65zrh http://t.co/ew0AgCX5s3
2015-06-05 19:02:24,http://t.co/Gvy5qroru9
2015-06-05 08:01:43,"""Photo bomb."" --- Sharon http://t.co/yGd1Sx1jCH"
2015-06-05 06:01:31,"""Mini."" --- Mario http://t.co/pJc3iOQqwM"
2015-06-05 03:01:24,"""My cat Mim."" --- Mario http://t.co/BudunVTmua"
2015-06-05 00:01:43,"""Brother and sister, Cheeko &amp; Baby Kane."" --- Karen http://t.co/z8amwvejXr"
2015-06-04 22:02:19,We decided to get a kitten from the local Humane Society. ►http://t.co/xOmDsYZcVm http://t.co/eJjz4qxRuy
2015-06-04 21:02:18,"A Soldier Saved a Cat, and the Cat Saved Him Right Back ►http://t.co/9TqypijWLR http://t.co/FxfkJ59yIS"
2015-06-04 19:03:01,"""Friends let friends use them as pillows."" --- Amelia http://t.co/x6UbaYq2qU"
2015-06-04 18:02:46,Playtime With These Kitties Is Not Just Fun…It’s EPIC ►http://t.co/VtHO8e1UrT http://t.co/GVvyPXDMKF
2015-06-04 17:03:04,"""My sweet Bianca, I love her to pieces."" --- Lucila http://t.co/vx7ZQx1XCZ"
2015-06-04 15:03:08,Get Ready To ROFL! The Most Unique Cat Adoption Story EVER! ►http://t.co/SeWeZqC5Qn http://t.co/aynP8SkXEx
2015-06-04 14:02:36,"""Min nah min nah."" --- Mary http://t.co/XI3nQP5KMF"
2015-06-04 12:02:40,Pets Really Don’t Like It When Their Humans Take Away Play Time To Do Yoga! ►http://t.co/42VCRSLCC7 http://t.co/BFKJpt9VVy
2015-06-04 11:02:04,Baby Kitty Comes To Stay ►http://t.co/eMwmmt5dI0 http://t.co/t7HwmAlSVd
2015-06-04 10:01:52,This Conversation Between A Dog And His Owner Is Hilarious — And So Accurate!►http://t.co/U0PgBGC1yv http://t.co/wDpOxxDuwA
2015-06-04 09:01:53,This Cat Is Sure To AMAZE You! ►http://t.co/gTWNraNdyt http://t.co/jeCqZYVHeB
2015-06-04 08:01:24,"""Our not so little Scamps!"" --- Sarah http://t.co/G5M3ggdEZF"
2015-06-04 07:01:51,The Tenderness That This Puppy Shows At Such A Young Age Is Astonishing!  ►http://t.co/BCoRO3pDis http://t.co/gpw5iA1qIq
2015-06-04 06:01:22,"""My beautiful baby boy Wispa."" --- Lorraine http://t.co/0vFBq505EA"
2015-06-04 04:01:10,Just because love shouldn't be treated like a game doesn't mean it can't be playful!  ►http://t.co/OVI2QLMe2U http://t.co/FIpy9Js6TA
2015-06-04 03:01:15,"""Roosevelt trying to get his beauty sleep."" --- Cently http://t.co/hjYT3N9BqW"
2015-06-04 02:01:21,I realized there was a little fluffball under my car. ►http://t.co/xaWRSwbdTv http://t.co/0qaMmg25oG
2015-06-04 01:01:48,Remember you beloved pet with this beautiful yet simple necklace! ♥ ►http://t.co/QWHJQipic6 http://t.co/GJLEZs9BQv
2015-06-04 00:01:34,"""My two babies asleep."" --- Crystal http://t.co/cH5hTaojAj"
2015-06-03 23:01:53,The Tenderness That This Puppy Shows At Such A Young Age Is Astonishing! So Sweet! ►http://t.co/3ybUEjniJ8 http://t.co/zieuAfLznM
2015-06-03 22:02:10,Playtime With These Kitties Is Not Just Fun…It’s EPIC! ►http://t.co/eZKxkX3p1O http://t.co/HuDf1OqpNy
2015-06-03 21:01:57,LOL! These Cats Forgot That They Weren’t Human – Check Out The Funny Way They Are Sitting! ►http://t.co/fBnmDT2mbX http://t.co/HxIpcrY4Nl
2015-06-03 20:02:09,Give a gift of love for animals and celebrate your loved one's birth month! ►http://t.co/pLX0OeMIsV http://t.co/zzMU2giWWV
2015-06-03 19:02:37,"""Cat love."" --- James http://t.co/SOSs0YC4Kq"
2015-06-03 18:02:49,Watch As A Kitten Adopts His Human ►http://t.co/wnUE4ASmKz http://t.co/ftD2bJ235z
2015-06-03 17:02:38,Cuddle love. http://t.co/bVPyhoeHF7
2015-06-03 16:03:21,Celebrate your animal friends with a clever paw print necklace ►http://t.co/NvenudEumi http://t.co/d5YVPWHRtp
2015-06-03 15:03:15,I knew that I couldn't take both and really shouldn't even take one ►http://t.co/JZmD9ySNvz http://t.co/MN8oW9cMdL
2015-06-03 14:04:00,"""Delta says sure Charlie, use my paws as a pillow."" --- Ciara http://t.co/30Lf0gKErb"
2015-06-03 13:03:32,This necklace is pawesome. ►http://t.co/uDuJMJjmX8 http://t.co/dyaMO1dVms
2015-06-03 12:02:33,Tell Craigslist Pets Aren't Products! ►http://t.co/OScvLJ1VoE http://t.co/hM67Lry67U
2015-06-03 11:02:41,10 Signs You Are A Crazy Cat Person (And Proud Of It!) ►http://t.co/HudJrLA7Ac http://t.co/ZWwA3vd0BG
2015-06-03 10:01:57,"A Kitten Playing Fetch Is Simply ADORABLE!
►http://t.co/0X5Ewg0d9j http://t.co/FV74zetMAI"
2015-06-03 09:02:04,"The Cute…It’s Too Much. Meet Pancake, The Cutest Kitten Of All Time ►http://t.co/iOT8tqthCS http://t.co/kdECeeuPQq"
2015-06-03 08:02:03,"""Abby."" --- Tracey http://t.co/YHFb9Dyo0V"
2015-06-03 07:01:37,A little ball of fluff ran across the road in front of her. ►http://t.co/UxmaaCbQzb http://t.co/t567N0aJRR
2015-06-03 06:01:16,"""My Portia."" --- Melissa http://t.co/eA5RnvOsAI"
2015-06-03 05:01:16,"When They Heard About Deer Trapped on the Ice, These Guys Just Had to Help! ►http://t.co/a7XTC5ulge http://t.co/EPEJIXuK2T"
2015-06-03 04:01:01,Pets have a way of finding the people who need them the most ►http://t.co/4zYaX39nqr http://t.co/BdI1GdphcP
2015-06-03 03:01:18,"""Reggie the ham."" --- Leslie http://t.co/pEoCL2papO"
2015-06-03 02:01:11,It’s The Kitty Purring Motor Club! ►http://t.co/wuafrC5WL5 http://t.co/DLxkDkMVqA
2015-06-03 01:01:34,How beautiful is this sterling silver ring? ►http://t.co/DOgmgYT54h http://t.co/7T5WIQBu3i
2015-06-03 00:01:52,"""Diamond girl."" --- Marci http://t.co/evQNjGbZgF"
2015-06-02 23:02:11,Cardboard Boxes And Cats: The Mystery Is Solved! ►http://t.co/7Sr3U6SRBh http://t.co/BTbHtMCAp0
2015-06-02 22:02:28,"This Conversation Between A Dog And His Owner Is Hilarious — And So Accurate!
►http://t.co/FBf301tnXP http://t.co/tFImnCw1Bl"
2015-06-02 21:02:33,Here's your daily reminder to click!  ►http://t.co/ehkuUIjEOo http://t.co/MJwGINwAwr
2015-06-02 19:03:04,"""Scotch finally mastered laying on the banister without falling."" --- Milena http://t.co/UbLTGJpMAR"
2015-06-02 18:02:57,Somehow this little kitty wandered into the store. ►http://t.co/O3bHutG2hx http://t.co/mYKrcrStUF
2015-06-02 16:04:17,Swanky and bewhiskered ►http://t.co/4so1S4N1RS http://t.co/dzX4DBG9V3
2015-06-02 14:03:47,"""Moose has appointed himself as Izzy's bodyguard/pillow."" --- Cara http://t.co/I247cStjnD"
2015-06-02 13:02:34,Why be a cat person or a dog person when you can be both?!►http://t.co/QWsioh2emR http://t.co/qfzraTsJVj
2015-06-02 10:01:42,Here's your daily reminder to click!  ►http://t.co/ehkuUIBgcY http://t.co/cnKG98TKgI
2015-06-02 08:01:26,"""This diva always has this leave me alone look. LOL! She is the funniest Siamese I have seen yet."" --- Mary http://t.co/uACkVTZtKC"
2015-06-02 07:01:20,Saving Peach ►http://t.co/I9nhhi5v8Q http://t.co/He4gufxaqI
2015-06-02 06:01:25,"""My wee Merlot."" --- Darcy http://t.co/JbJj6TtICl"
2015-06-02 05:01:17,Kitten Sleeping On A Scanner  ►http://t.co/VZzU2RDaH9 http://t.co/Qpf7CFz6jn
2015-06-02 04:01:09,A fashion essential with animal sensibilities ►http://t.co/pchzIzP6Sb http://t.co/XHovscGjYy
2015-06-02 03:01:23,"""The life of Herbie!"" --- Claire http://t.co/FKjgJEzEXh"
2015-06-02 02:01:09,WOW! The Markings On These Cats Are Unbelievable! You Don’t Want To Miss This List! ►http://t.co/flIlo3mRML http://t.co/cA84G5jlpp
2015-06-02 01:01:22,"You don't ask for much, just a little quality downtime. ►http://t.co/DyOpYC1KGQ http://t.co/gEadOpsYMr"
2015-06-02 00:02:01,"""Mausi."" --- Mario http://t.co/1jW4Nitzox"
2015-06-01 20:07:02,The sentiment for your kitty love is confirmed on this classic shirt ►http://t.co/T0tnOzy7GM http://t.co/JsdwvcIkJw
2015-05-30 03:01:21,Does your cat have any unique markings? http://t.co/45nzNXVjO1
2015-05-30 00:01:18,"""Photo bomb."" --- Sharon http://t.co/75Slagl5Q4"
2015-05-29 19:03:01,"""Mini."" --- Mario http://t.co/EZ4IGzfFVS"
2015-05-29 18:02:25,"A Soldier Saved a Cat, and the Cat Saved Him Right Back ►http://t.co/jWq4sLrVVi http://t.co/PPi1hEGMrW"
2015-05-29 17:03:03,"""My cat Mim."" --- Mario http://t.co/Xcu3aK2cH6"
2015-05-29 16:02:38,Just because love shouldn't be treated like a game doesn't mean it can't be playful! ►http://t.co/4PCI0HTDKT http://t.co/cBuwe7yvHA
2015-05-29 15:02:45,Our cat Jasmine was lonely after we moved ►http://t.co/5LZGiSCbvl
2015-05-29 14:03:37,http://t.co/h5sqyJHRB8
2015-05-29 13:02:59,Celebrate your cat's more colorful characteristics  ►http://t.co/dpC1Mh4kYZ http://t.co/VBo39pFiaR
2015-05-29 12:02:51,"Get Ready To ROFL! The Most Unique Cat Adoption Story EVER!
►http://t.co/c7D0QP2TT1 http://t.co/vFlMUi47BZ"
2015-05-29 11:01:45,"The Cutest Creature Feature Starring Two Chinchillas
►http://t.co/IAy0smn8YT http://t.co/sEjKIpytxS"
2015-05-29 10:01:26,"Try Not To Faint. All This Cuteness May Be Hazardous To Your Health!
 ►http://t.co/7FTGzFpBGW http://t.co/VPO7m8YeA5"
2015-05-29 09:01:29,Playtime With These Kitties Is Not Just Fun…It’s EPIC! ►http://t.co/Rhw6eYJgjw http://t.co/opAK3aOhfk
2015-05-29 08:01:55,"""Brother and sister, Cheeko &amp; Baby Kane."" --- Karen http://t.co/I1eqrNS4sW"
2015-05-29 06:01:24,"""Friends let friends use them as pillows."" --- Amelia http://t.co/QnNd0DUqMO"
2015-05-29 05:01:16,Pets Really Don’t Like It When Their Humans Take Away Play Time To Do Yoga! ►http://t.co/amzFdZ2KWD http://t.co/pUIiAij4uk
2015-05-29 04:01:06,Are you 'kitten' me? How cute is this shirt? ►http://t.co/UCnWQArDVY http://t.co/UTwvMwRdKw
2015-05-29 03:01:23,"""My sweet Bianca, I love her to pieces."" --- Lucila http://t.co/AXfuv1WyAH"
2015-05-29 02:01:14,"Baby Kitty Comes To Stay

►http://t.co/vhGkfU9797 http://t.co/PGJhKpprs8"
2015-05-29 01:01:35,The sentiment for your kitty love is confirmed on this classic shirt ►http://t.co/cYOTODUwLH http://t.co/KNxG20dvW4
2015-05-29 00:01:45,This Cat Is Sure To AMAZE You! ►http://t.co/zkEEL2FR0C http://t.co/PI5oRSdfR1
2015-05-28 23:01:36,"The Tenderness That This Puppy Shows At Such A Young Age Is Astonishing! So Sweet!

►http://t.co/gm4S6RUfDQ http://t.co/IEuPdlscjv"
2015-05-28 20:02:55,Feel the connection no matter the distance  ►http://t.co/2OvbAupleX http://t.co/tugArGBAjD
2015-05-28 18:02:33,A beautiful thin black cat came towards me meowing.  ►http://t.co/LQvqQAgMi3 http://t.co/x3R13txoZb
2015-05-28 16:02:42,"Your love for animals fills your heart, just as the paw prints fill these pewter earrings ►http://t.co/Qs4v8IKAjm http://t.co/oZsOyhLrpN"
2015-05-28 15:04:04,Cat Yoga? Namaste ►http://t.co/i3zYvQqSVF http://t.co/PDyaV1cnK6
