Source,Date,Title,Authors,Text,Keywords
msnbc,,The Lunar New Year and its increase in awareness,"['All In With Chris Hayes', 'Msnbc Live With Thomas Roberts', 'Morning Joe', 'Weekends With Alex Witt', 'The Rachel Maddow Show', 'Changing America', 'Msnbc Live With Tamron Hall', 'Msnbc Live']","Shift's Changing America talks about the increase in attention the holiday is getting; especially since this was the first year that New York City public schools were closed in observance of the holiday.

... more

Duration: {{video.duration.momentjs}}","['observance', 'shifts', 'schools', 'increase', 'videodurationmomentjs', 'lunar', 'moreduration', 'talks', 'holiday', 'public', 'awareness', 'york']"
msnbc,2016-02-22 13:02:00,Pound drops as London Mayor Boris Johnson backs 'Brexit' from EU,['Alastair Jamieson'],"LONDON  Britains pound currency plunged in value against the dollar Monday after mop-haired London Mayor Boris Johnson dramatically defected to the campaign for Britain to leave the European Union.

The high-profile announcement dealt a serious blow to Prime Minister David Cameron ahead of the June 23 referendum that could see Britain vote to exit the trading bloc.

It was followed by a string of similar announcements by other senior ministers in Camerons Conservative government, adding to fears that a so-called Brexit is now a real risk.

I think there is genuine worry that Britain might vote to leave and the uncertainty is going to rise into the referendum, Alvin Tan, a strategist with French bank Societe Generale in London, told Reuters.

The pound fell nearly 2 percent at one point to a one-month low of $1.4133, putting it on track for its biggest daily percentage loss since May 2010.

It also fell sharply in early trading against the euro, underscoring jitters about a referendum that polls suggest could be a close-fought battle.

The New York-born mayors endorsement immediately gave the Brexit campaign a huge boost, although he is not the movements official leader or even its most senior backer.

RELATED: The crisis ahead for the EU after Paris

Johnsons buffoonish upper-class persona  he once dangled on a broken zip line waving two British flags  masks a shrewd politician and he is viewed as a possible successor to Cameron. Pursued by a gaggle of reporters as he cycled from his home early Monday, he pledged to promote Britains great future outside the EU as he enjoys his final weeks in office as mayor.

Polls published before Johnsons move suggest the in campaign to keep Britain in the EU has a narrow lead over the out movement, but about one-fifth of voters remain undecided.

The issue has divided not only voters but also political parties: House of Commons lawmakers have been given a free vote to campaign along personal, not party lines.

A Brexit would strip the EU of its second-largest economy and a major military power, adding to its woes amid Europes migration crisis and the collapse of the Greek economy.

The EU can do things that NATO cannot, British Defense Secretary Michael Fallon said Monday, arguing that Britain could not survive alone. At the moment our defense and security rests on NATO, not on the EU, but the EU adds to that security.

Other pro-Europeans, including former Prime Ministers Tony Blair and John Major, have warned that an exit could also trigger the break-up of the United Kingdom by prompting another independence vote in less-skeptical Scotland.

In a 2,000-word article explaining his decision, Johnson said his beef was not with Europe but with the EU itself, which he said was a political project that was increasingly undemocratic.

Britain needs to be supportive of its friends and allies  but on the lines originally proposed by Winston Churchill: interested, associated, but not absorbed; with Europe  but not comprised, he wrote.

Cameron, who last week negotiated new terms for Britains membership of the EU, is tasked with persuading voters that the U.K. would suffer financially if it quit.

He has received the backing of business leaders, according to the Financial Times which reported Monday that 100 CEOs were ready to publicly endorse the in campaign.

This article originally appeared on NBCNews.com.","['boris', 'brexit', 'pound', 'britains', 'campaign', 'johnson', 'voters', 'backs', 'referendum', 'vote', 'britain', 'london', 'eu', 'trading', 'drops', 'mayor']"
msnbc,,President Obama responds to Kalamazoo attack,"['All In With Chris Hayes', 'Reporter S Notebook', ""The Last Word With Lawrence O'donnell"", 'Andrea Mitchell Reports', 'Msnbc Live With Thomas Roberts', 'Melissa Harris-perry', 'Msnbc Live', 'Politicsnation With Al Sharpton', 'Weekends With Alex Witt', 'The Rachel Maddow Show']","During an address to the Governors Association, President Obama made remarks on local and federal responses to the shooting rampage in Kalamazoo, Michigan on Saturday evening.

... more

Duration: {{video.duration.momentjs}}","['kalamazoo', 'responses', 'rampage', 'michigan', 'responds', 'videodurationmomentjs', 'attack', 'moreduration', 'remarks', 'president', 'shooting', 'local', 'obama']"
msnbc,,Lockup Extended Stay: Long Island  Blue Balloons,"['All In With Chris Hayes', 'Msnbc Live With Jos D Az-balart', ""The Last Word With Lawrence O'donnell"", 'Msnbc Live With Thomas Roberts', 'Melissa Harris-perry', 'Msnbc Live', 'Msnbc Live With Kate Snow', 'The Docket', 'Weekends With Alex Witt', 'The Rachel Maddow Show']","In prison, everyday objects are often confiscated as contraband. But in this episode, see what happens when one of Suffolk County Jails most prolific smugglers returns behind bars.

... more

Duration: {{video.duration.momentjs}}","['lockup', 'blue', 'extended', 'jails', 'prolific', 'island', 'moreduration', 'long', 'stay', 'videodurationmomentjs', 'returns', 'objects', 'smugglers', 'prison', 'suffolk', 'happens', 'balloons']"
msnbc,,Clinton: Judge's Apple request 'very hard dilemma',"['Morning Joe', 'All In With Chris Hayes', 'Msnbc Live With Thomas Roberts', 'Weekends With Alex Witt', 'The Rachel Maddow Show', 'Msnbc Live With Tamron Hall', 'Msnbc Live']","During the MSNBC Clinton-Sanders town hall, Hillary Clinton describes Apple as facing a very hard dilemma in light of a judge's request for the tech company to release the San Bernardino shooters' cellphone data.

... more

Duration: {{video.duration.momentjs}}","['town', 'judges', 'clinton', 'apple', 'light', 'hard', 'request', 'videodurationmomentjs', 'tech', 'moreduration', 'release', 'dilemma', 'msnbc', 'shooters', 'san']"
msnbc,2016-02-22 13:43:00,Trump needs his 'own damn bucket' to waterboard: Ex-CIA chief,['Ken Dilanian'],"If Donald Trump is serious about wanting to waterboard terrorists, hed better bring his own bucket, former CIA director Michael Hayden says, because the CIA isnt going down that road again.

Haydens pithy line, which he first uttered in a Showtime documentary and repeated to NBC News, underscores a serious issue: The GOP front-runner has vowed to bring back torture if he becomes president, but current and former CIA officials say the agency feels so burned by what happened when its post 9/11 interrogation program was exposed that it would refuse any such orders.

Multiple investigations, grand juries, presidential condemnations and congressional star chambers have a way of doing that to you, Hayden, who was CIA director at the end of the George W. Bush administration, told NBC News.

He then offered an even stronger version of his Showtime quote. Like the man said, if you want somebody waterboarded, bring your own damn bucket.

Trump said Wednesday he is convinced that torture works, so he would bring back waterboarding and much stronger methods. Other Republican candidates havent been as explicit, but some have called for bringing back the harsh interrogations that were repudiated by President Obama when he took office.

RELATED: Trump hails torture, mass killings with pigs blood ammo in SC

But current and former CIA officials, including some who played key roles in the post-9/11 terrorist detention program, say the fallout from that controversial episode has left the spy agency unwilling ever again to conduct coercive interrogations. That would be true, they say, even if the country was attacked again and Congress undid the law it passed last year banning harsh techniques.

I cant imagine anyone volunteering to do it, said Bill Harlow, a former CIA spokesman who coordinated a response to the Senate report and has co-authored the memoirs of several former senior CIA officials.

At issue is whether the U.S. could reprise the brutal interrogations the CIA carried out on al Qaeda operatives after the 9/11 attacks, including the simulated drowning technique known as waterboarding, which was used on 9/11 mastermind Khalid Sheikh Mohammed and two others. Other coercive techniques included sleep deprivation, slapping, humiliation, nudity, fear and isolation, often used in combination.

There is stark disagreement over whether the techniques worked, but polls show public majorities believe they did.

The CIA personnel who supervised and carried out so-called enhanced interrogations on 39 prisoners at secret sites abroad after the September 11 terror attacks were subject to lengthy criminal investigations that required them to hire personal lawyers. Their internal correspondence was laid bare in a Senate report that accused the CIA of repeatedly lying about the nature and effectiveness of the techniques. Some CIA personnel were publicly pilloried.

All that happened even though the interrogation program was ordered by President Bush and sanctioned by Justice Department lawyers.

The legal opinions in question were later repudiated as flawed, and some experts believe the harsher techniques were never lawful. The Senate report concluded that the techniques were more brutal than the CIA let on, and that they didnt produce unique and life-saving intelligence. FBI officials  who refused to participate  also concluded the techniques didnt work. Sen. Dianne Feinstein (D.-California), the architect of the report, called the CIA program a stain on our values.

The CIA officers involved vehemently disagree  and they feel betrayed.

RELATED: The GOPs pro-torture posture comes into sharper focus

Hundreds of them still work at the CIA, noted John Rizzo, a former top agency lawyer who helped negotiate the interrogation program with the White House and Justice Department.

They feel, he said, that they did what was asked of them to stop terrorism, and after the political winds changed, they were vilified as `torturers and `war criminals  just for doing their thankless and dangerous jobs to keep the country safe.

And now, under a Trump administration, said Rizzo, many of these same CIA career officers would be ordered to go down  perhaps double down  on that perilous path again? Who could blame for them for refusing to expose themselves and their families to a reprise someday of the ordeal they have had to endure? I hope and trust no CIA director  or its lawyer  would countenance such an order.

President Obama banned the techniques when he took office, and Congress last year enshrined that ban into law.

The CIA no longer conducts its own interrogations, and a relatively small number of terrorism suspects have been captured alive during the Obama administration. Some intelligence officials find irony in the fact that many thousands have been killed by drone missiles or bombs.

But though many CIA officers believe it makes sense to capture and grill terrorists beyond the strictures of the U.S. Army field manual, which is the current standard  they want no part in doing so.

They didnt expect people in their own government to turn on them, and they didnt expect people in Congress to develop amnesia about what they were briefed on, Harlow said.

Some lawmakers have said they were misled about the techniques when briefed in secret, something CIA officials dispute.

When the Obama administration made public the once-secret legal memos authorizing the techniques in 2009, Hayden, whose memoir, Playing to the Edge, is to be published next week, described it as a breach of faith that would, over the long term, cause CIA officers not to take certain actions.

On the campaign trail, Trump has repeatedly spoken about how he would treat terror suspects. He has also called for killing the family members of terrorists, which experts say would be a war crime.

Close video Trump: I will never pay ransom Hardball host Chris Matthews sits down with GOP presidential candidate Donald Trump to discuss his take on the GOP race, the fight against terrorism with the use of ransoms, and his support for waterboarding and torture against U.S. enemies. embed like save share group

Trump wants to bring back including waterboarding and much stronger interrogation methods he hasnt named.

The U.S. should respond to ISISs grisly brutality in kind, he says.

RELATED: Donald Trump: Torture works

Believe me, it works, Trump said. And waterboarding is your minor form. Some people say its not actually torture. Lets assume it is. But they asked me the question: What do you think of waterboarding? Absolutely fine. But we should go much stronger than waterboarding. Thats the way I feel. Theyre chopping off heads. Believe me, we should go much stronger, because our countrys in trouble. Were in danger. We have people that want to do really bad things!

His campaign did not immediately respond to a request for comment about the reluctance of intelligence officials to reboot enhanced interrogation.

No other candidate has gone as far as Trump, but some Republicans have declined to rule out bringing back harsh techniques. Florida Sen. Marco Rubio has said he would capture terrorists, bring them the prison at Guantanamo, and find out everything they know, though he hasnt said how.

Texas Sen. Ted Cruz, who first appeared to take a stand against brutal interrogations, later said waterboarding isnt torture, and he declined to rule out using harsh techniques.

Laura Pitter, senior national security counsel for Human Rights Watch, says its worrisome that major GOP candidates are calling for resuming torture. This wouldnt be happening had the Justice Department prosecuted some of the perpetrators instead of declining to file charges, she said. Shes not confident the law on the books would prevent a future president from ordering torture in some form.

Weve seen in the past that certain administrations have tried to figure out creative ways to get around those rules, said Pitter, and its possible that another administration will do so again.

One wrinkle is that many Americans appear to be closer to Trump than to Obama and Pitter on the matter.

Polls show that a majority of Americans think the treatment of terror suspects by the CIA was justified, even if the word torture is used to describe that treatment.

If there ever was another terrorist attack on U.S. soil, many Americans might demand that terror suspects be captured and made to talk.

But who would make them? Not the CIA, Hayden and other current and former officers say.

Cheat me once, shame on you, Hayden said. Cheat me twice....

This article originally appeared on NBCNews.com.","['needs', 'trump', 'torture', 'stronger', 'interrogations', 'bucket', 'cia', 'bring', 'chief', 'officials', 'damn', 'waterboard', 'techniques', 'waterboarding', 'say', 'excia']"
msnbc,,How Trump views universal health care,"['All In With Chris Hayes', 'Andrea Mitchell Reports', 'Msnbc Live With Thomas Roberts', 'Morning Joe', 'Weekends With Alex Witt', 'The Rachel Maddow Show', 'Msnbc Live With Tamron Hall', 'Msnbc Live']","Dr. Ezekiel Emanuel joins Morning Joe to discuss how the Republican presidential candidates approach health care.

... more

Duration: {{video.duration.momentjs}}","['trump', 'views', 'universal', 'ezekiel', 'morning', 'emanuel', 'videodurationmomentjs', 'health', 'joe', 'joins', 'moreduration', 'republican', 'presidential', 'care']"
msnbc,,"Harper Lee, author of the American literary...","['Style Hatch - Http Stylehatch Co Stylehatch', 'Site Authors']","About

The destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Find more information on MSNBCs programming at msnbc.com.

Follow our other Tumblrs:

The Rachel Maddow Show

PoliticsNation

The...","['perspectives', 'maddow', 'author', 'harper', 'programming', 'rachel', 'political', 'showpoliticsnationthe', 'msnbccomfollow', 'literary', 'msnbcs', 'american', 'tumblrsthe', 'insightful', 'lee']"
msnbc,,Growing diversity of the Democratic electorate,"['All In With Chris Hayes', 'Andrea Mitchell Reports', 'Msnbc Live With Thomas Roberts', 'Msnbc Live', 'Weekends With Alex Witt', 'The Rachel Maddow Show', 'Msnbc Live With Tamron Hall', 'Morning Joe']","Hillary Clinton and Bernie Sanders' campaigns are still fighting over who won the Latino vote in Nevada. Journalist and filmmaker Jose Antonio Vargas joins Tamron Hall to discuss the growing diversity of the Democratic electorate.

... more

Duration: {{video.duration.momentjs}}","['sanders', 'democratic', 'diversity', 'videodurationmomentjs', 'latino', 'vote', 'electorate', 'won', 'journalist', 'moreduration', 'growing', 'tamron', 'nevada', 'vargas']"
msnbc,,President Obama 'not impressed' by politicians who 'boast of...,"['All In With Chris Hayes', 'Andrea Mitchell Reports', 'Msnbc Live With Thomas Roberts', 'Way Too Early', 'Msnbc Live', 'Weekends With Alex Witt', 'The Rachel Maddow Show', 'Msnbc Live With Tamron Hall', 'Morning Joe']","On Wednesday, President Obama said he is ""not impressed"" when politicians boast of their refusal to find compromise with colleagues across the aisle, and that such an attitude ""prevents what most Americans would consider actual accomplishments.""

... more

Duration: {{video.duration.momentjs}}","['impressed', 'consider', 'boast', 'prevents', 'refusal', 'videodurationmomentjs', 'politicians', 'compromise', 'moreduration', 'president', 'obama']"
msnbc,,"Jeb Bush tweeted a photo of a gun, because...","['Style Hatch - Http Stylehatch Co Stylehatch', 'Site Authors']","About

The destination for in-depth analysis of daily headlines, insightful political commentary and informed perspectives. Find more information on MSNBCs programming at msnbc.com.

Follow our other Tumblrs:

The Rachel Maddow Show

PoliticsNation

The...","['perspectives', 'maddow', 'msnbcs', 'programming', 'rachel', 'political', 'gun', 'showpoliticsnationthe', 'jeb', 'bush', 'msnbccomfollow', 'tumblrsthe', 'tweeted', 'insightful']"
msnbc,2015-03-24 15:31:00,Where Are They Now: Locker Lookz,['Frank Silverstein'],"JoAnn Brewer and Christi Sterling are two moms from Dallas who built a business based on a series of decorations they made by hand for their middle school daughters lockers. When other parents called to ask where they bought them, JoAnn and Christi realized they might have a marketable product. And Locker Lookz was born.

While the idea was easy and fun, the process of taking that idea and turning it into a business was quite difficult.

Your Business chronicled the process that followed, which led the duo from a marketing consultant to a trade show to a manufacturer to a retail buyer. With a contract to purchase based on their homemade craft items, they identified a broker to find a factory in China, produce prototypes, negotiate terms and delivery, and finally find a fulfillment to deliver the final order to the retail stores. Despite a few stumbles and missteps, JoAnn and Christi got through their first year, and Locker Lookz has since taken off.

WHERE ARE THEY NOW: TWO YEARS LATER



Its now been two years since we first met JoAnn and Christi, and they are still very much in business. They have since partnered with a wholesale craft supply company, Darice, which allows them focus their efforts in the areas they most enjoy. We are still very involved from a product development and creative standpoint, but without all the heavy lifting, they said in an email to msnbc.

More exciting still, they have added a new line of products for decorating tween-age bedrooms called Room Lookz. The line offers colorful products like pillows, mirrors, lamps, and desk items to appeal middle school-age girls.

In February 2015, JoAnn and Christi attended the annual Toy Fair in New York City, where they introduced their new Room Lookz line alongside the latest items for Locker Lookz.","['joann', 'room', 'business', 'christi', 'items', 'locker', 'products', 'line', 'retail', 'lookz']"
msnbc,,Sanders on his 'revolutionary' idea for free higher education,"['Morning Joe', 'All In With Chris Hayes', 'Msnbc Live With Thomas Roberts', 'Weekends With Alex Witt', 'The Rachel Maddow Show', 'Msnbc Live With Tamron Hall', 'Msnbc Live']","Democratic presidential candidate Bernie Sanders describes his plan to create a free higher education system in the U.S at the MSNBC Clinton-Sanders Town Hall in Nevada.

... more

Duration: {{video.duration.momentjs}}","['revolutionary', 'sanders', 'nevada', 'videodurationmomentjs', 'idea', 'free', 'system', 'town', 'plan', 'moreduration', 'msnbc', 'education', 'presidential', 'higher']"
msnbc,,Flint Mayor Weaver on Gov. Snyder: I try to work with him,"['All In With Chris Hayes', 'Andrea Mitchell Reports', 'Msnbc Live With Thomas Roberts', 'Melissa Harris-perry', 'Msnbc Live', 'Msnbc Live With Kate Snow', 'Weekends With Alex Witt', 'The Rachel Maddow Show', 'Msnbc Live With Tamron Hall', 'Morning Joe']","Flint Mayor Karen Weaver addresses the involvement of Michigan Governor Rick Snyder during the Flint Water Crisis while speaking to the House Democratic Leader Nancy Pelosi and the House Democratic Steering and Policy Committee in Washington, D.C.

... more

Duration: {{video.duration.momentjs}}","['water', 'work', 'house', 'snyder', 'washington', 'steering', 'try', 'videodurationmomentjs', 'flint', 'weaver', 'gov', 'mayor', 'speaking', 'democratic']"
