Source,Date,Title,Authors,Text,Keywords
bbc,2016-02-16 00:00:00,Manchester United battu au Danemark,[],"Image copyright Getty Image caption Manchester United s'est incline 2-1 sur la pelouse des Danois du FC Midtjylland

Plus rien ne vas du cote de Manchester United. Quelques jours apres une defaite en Premier League face a Sunderland, Les Reds Devils ont subi jeudi soir une enorme humiliation sur la pelouse des modeste Danois du FC Midtjylland.

Et pourtant ce sont les mancuniens qui ont ouvert le score dans ce match a la 37e minute grace au neerlandais Mempis Depay.

Mais peu avant la pause le club danois egalise par l'entremise de Pione Sisto Ifolo ne il y'a 21 ans en Ouganda et dont les parents sont originaires du Soudan du Sud.

Puis en 2e periode, c'est le nigerian Paul Onuachu qui donne definitivement l'avantage a Midtjylland sur une magnifique frappe a la 77e minute de jeu.

Manchester United deja en difficulte en Premier League avec une 5e place a 6 points du 4e Manchester City ne s'en sort toujours pas.

Son manager Luis Van Gaal explique cette nouvelle contreperformance par une liste de plus en plus longue des joueurs qui sont a l'infirmerie.  Je suis oblige de faire une composition dequipe differente chaque semaine, a declare le technicien neerlandais. Ca ne permet pas au groupe davoir plus de confiance. 

En effet, Avant meme le debut de la partie, le club anglais avait perdu son capitaine Wayne Rooney, absent plusieurs semaines, et son gardien, David De Gea, touche a un genou lors de l'echauffement. Alors que Victor Valdes est parti en Belgique cet hiver, c'est l'argentin Sergio Romero qui a pris place dans le but mancunien. Au Total, le club compte actuellement 14 joueurs blesses

Et BBC Sport a compose une equipe type des joueurs qui sont presentement a linfirmerie",[]
bbc,2016-02-16 00:00:00,Laut di Australia berubah menjadi 'sup plastik' karena sampah,[],"Image copyright Science Photo Library Image caption Lumba-lumba dan sampah plastik.

Riset lingkungan yang didanai oleh Parlemen Australia menemukan bahwa polusi telah mengubah lautan di sekitar negara itu menjadi hal yang mereka sebut sebagai 'sup plastik'.

Para peneliti memperkirakan terdapat sekitar 35 miliar potong sampah plastik yang bisa dilihat di perairan Australia.

Mereka juga mengatakan butiran plastik berukuran mikro, yang biasa digunakan untuk kosmetik dan pasta gigi, yang dimakan ikan sebelum kemudian berakhir di dalam tubuh manusia sebagai bagian dari makanan laut atau seafood.

Image copyright Science Photo Library Image caption Ditemukan plastik di perut sekitar 60% spesies burung yang diteliti.

Heidi Taylor yang mengepalai Tangaroa Blue Foundation -lembaga yang bekerja untuk mencegah dan membersihkan laut dari sampah- menyatakan problem ini disebabkan oleh manusia.

""Ini merupakan persoalan lingkungan terbesar dalam beberapa tahun terakhir, juga di masa mendatang. Pemecahannya adalah kita harus mengubah perilaku kita,"" kata Taylor.

Para peneliti berpendapat bahwa butiran plastik menyerap racun kimia di laut.

Sebuah studi yang dilakukan oleh badan ilmu pengetahuan Australia baru-baru ini memperlihatkan dari sekitar 60% dari seluruh spesies burung laut yang mereka teliti, ditemukan plastik di dalam perut burung-burung tersebut.",[]
bbc,2016-02-16 00:00:00,        ,[],"Image copyright AP

                     .

       .             .

                               .

          10     .

             .

         .

  3                  53.       67         .

            .

               (5-1)  .

                   .",[]
bbc,2009-06-09 00:00:00,BBC ,[],,[]
bbc,2015-04-08 00:00:00,Bhutans dark secret to happiness,['Eric Weiner'],"On a visit to Thimphu, the capital of Bhutan, I found myself sitting across from a man named Karma Ura, spilling my guts. Maybe it was the fact that he was named Karma, or the thin air, or the way travel melts my defences, but I decided to confess something very personal. Not that long before, seemingly out of the blue, I had experienced some disturbing symptoms: shortness of breath, dizziness, numbness in my hands and feet. At first, I feared I was having a heart attack, or going crazy. Maybe both. So I went to the doctor, who ran a series of tests and found...

Nothing, said Ura. Even before I could complete my sentence, he knew that my fears were unfounded. I was not dying, at least not as quickly as I feared. I was having a panic attack.

What I wanted to know was: why now  my life was going uncharacteristically well  and what could I do about it?

You need to think about death for five minutes every day, Ura replied. It will cure you.

How? I said, dumbfounded.

It is this thing, this fear of death, this fear of dying before we have accomplished what we want or seen our children grow. This is what is troubling you.

But why would I want to think about something so depressing?

Rich people in the West, they have not touched dead bodies, fresh wounds, rotten things. This is a problem. This is the human condition. We have to be ready for the moment we cease to exist.

Places, like people, have a way of surprising us, provided we are open to the possibility of surprise and not weighed down with preconceived notions. The Himalayan kingdom is best known for its innovative policy of Gross National Happiness; its a land where contentment supposedly reigns and sorrow is denied entry. Bhutan is indeed a special place (and Ura, director of the Centre for Bhutan Studies, a special person) but that specialness is more nuanced and, frankly, less sunny than the dreamy Shangri-La image we project onto it.

Actually, by suggesting I think about death once a day, Ura was going easy on me. In Bhutanese culture, one is expected to think about death five times a day. That would be remarkable for any nation, but especially for one so closely equated with happiness as Bhutan. Is this secretly a land of darkness and despair?

Not necessarily. Some recent research suggests that, by thinking about death so often, the Bhutanese may be on to something. In a 2007 study, University of Kentucky psychologists Nathan DeWall and Roy Baumesiter divided several dozen students into two groups. One group was told to think about a painful visit to the dentist while the other group was instructed to contemplate their own death. Both groups were then asked to complete stem words, such as jo_. The second group  the one that had been thinking about death  was far more likely to construct positive words, such as joy. This led the researchers to conclude that death is a psychologically threatening fact, but when people contemplate it, apparently the automatic system begins to search for happy thoughts.

None of this, Im sure, would surprise Ura, or any other Bhutanese. They know that death is a part of life, whether we like it or not, and ignoring this essential truth comes with a heavy psychological cost.

Linda Leaming, author of the wonderful book A Field Guide to Happiness: What I Learned in Bhutan About Living, Loving and Waking Up  knows this too.I realised thinking about death doesnt depress me. It makes me seize the moment and see things I might not ordinarily see, she wrote. My best advice: go there. Think the unthinkable, the thing that scares you to think about several times a day.

Unlike many of us in the West, the Bhutanese dont sequester death. Death  and images of death  are everywhere, especially in Buddhist iconography where youll find colourful, gruesome illustrations. No one, not even children, is sheltered from these images, or from ritual dances re-enacting death.

Ritual provides a container for grief, and in Bhutan that container is large and communal. After someone dies, theres a 49-day mourning period that involves elaborate, carefully orchestrated rituals. It is better than any antidepressant, Tshewang Dendup, a Bhutanese actor, told me. The Bhutanese might appear detached during this time. They are not. They are grieving through ritual.

Why such a different attitude toward death? One reason the Bhutanese think about death so often is that it is all around them. For a small nation, it offers many ways to die. You can meet your demise on the winding, treacherous roads. You can be mauled by a bear; eat poisonous mushrooms; or die of exposure.

Another explanation is the countrys deeply felt Buddhist beliefs, especially that of reincarnation. If you know youll get another shot at life, youre less likely to fear the end of this particular one. As Buddhists say, you shouldnt fear dying any more than you fear discarding old clothes.

Which isnt to say, of course, that the Bhutanese dont experience fear, or sadness. Of course they do. But, as Leaming told me, they dont flee from these emotions. We in the West want to fix it if were sad, she said. We fear sadness. Its something to get over, medicate. In Bhutan theres an acceptance. Its a part of life.

Uras lesson, meanwhile, stuck with me. I make it a point to think about death once a day. Unless I find myself especially stressed, or engulfed in an unexplained funk. Then I think about it twice a day.

Eric Weiner is a recovering malcontent and philosophical traveler. He is the author of, among other books, The Geography of Bliss and the forthcoming The Geography of Genius. Follow him on Twitter.

Where do you rank in our tribe of worldly readers? Answer these questions to get a sense.",[]
bbc,,Science & Environment,"['Medical Correspondent', 'Fergus Walsh']","El Nino peaks but La Nina possible

The El Nino weather phenomenon is set to decline over the next few months but scientists say that a La Nina event could start later this year.",[]
bbc,2016-02-16 00:00:00,         ,[],,[]
bbc,,BBC News on your mobile,[],"Image caption The mobile site works on a range of devices and screen sizes

BBC News is available on your mobile. Simply visit www.bbc.co.uk/news

The site is designed to work on a range of mobile devices and screen sizes, whether your phone is a touchscreen one or whether you use a keypad or trackball.

Click here to download the BBC News app from the App Store for iPhone, iPad and iTouch.

Click here to download the BBC News app from Google Play for Android devices.

When you browse the mobile site, what you see will be tailored to the device you have in your hand, for example the way you move around the news sections and the number of images you see.

We've made it easy for you to skim through the news headlines and summaries so you can easily get updated on the stories of the day.

Features and analysis stories are showcased throughout the site and we are displaying the Most Read articles, so that you can see what stories are popular right now.

Image caption The mobile site offers a large range of news sections

The site offers coverage of live news stories for all mobile users, giving you an easy way to access quick updates around a major news story. The live page format offers short-form updates related to big stories as they unfold, for example on stories like the Budget and global news events.

The mobile site also offers in-story video clips for iPhone and Android users, giving you the same content that you've already been able to view on the desktop site or BBC News apps.

We're aiming to offer a fast, easy browsing experience whatever type of device you are using.

We have been working hard to optimise BBC News for your device and we are continually making improvements.

If you are not sure whether you can access the internet on your device, check with your mobile network provider.

Depending on the contract you have, certain costs for accessing the internet on your phone - usually referred to as data charges - may apply.

If you are not sure about the potential charges for accessing the internet on your phone, please ask your mobile network provider. You may find some costs are included in your existing price plan or that you can opt for a 'data package' monthly fee that gives reduced charges for accessing the internet

The BBC does not charge you to access mobile content.

BBC News apps: iPhone, iPad and Android

The BBC News app is available on Android smartphones and tablets as well as for iPhone and iPad.

Recently redesigned with a fresh look and feel the latest version of the app features a fuller range of content, greater personalisation and better overall performance and can be downloaded for free on Google Play or the Apple App Store.

New features include:

Top Stories: The latest, breaking news selected by our editors

My News: Create your own personalised feed from thousands of topics so you can get more of the news that matters to you

Most Popular: Keep up to date with the most read stories and most viewed video across the site

Find content fast: The app can suggest topics based on stories you've recently viewed and what's in the news now and you can quickly find topics that interest you using the Search available in the side menu and Add Topics screen

The app offers stories and video, breaking news alerts including support for smart watches and access to the BBC News Channel in the UK and live World Service radio internationally.",[]
bbc,,C'est le Moment,[],Le carrefour des meilleures productions musicales du continent. Une emission presentee par Ata Ahli Ahebla.,[]
bbc,,EU Referendum: What is in David Cameron's EU deal?,[],"The BBC's James Landale reports on the deal UK Prime Minister David Cameron has struck on the EU.

Read more EU referendum: Cameron sets June date for UK vote",[]
bbc,," , ",[],,[]
bbc,2016-02-16 00:00:00,"   """" ",[],,[]
bbc,2016-02-16 00:00:00,      ,[],,[]
bbc,2016-02-16 00:00:00,Yang saya dapatkan ketika hidup sebagai David Bowie,['Will Brooker'],"Image copyright Will Brooker Image caption Will Brooker meniru dandanan David Bowie.

Saya bangun pada pagi hari tanggal 11 Januari 2016 dari mimpi saya tentang David Bowie. Ini bukan hal yang aneh.

Saya memimpikan Bowie hampir setiap malam sejak bulan Juni tahun lalu, saat saya memulai untuk secara serius mempelajari hidup dan pekerjaannya.

Mulanya saya ingin melakukan riset untuk sebuah buku, tetapi kemudian saya menyadari betapa banyaknya buku mengenai Bowie yang sudah diterbitkan.

Jadi, saya mengubah sudut riset dengan mencoba hidup dalam budaya yang dialami Bowie dalam berbagai titik dalam hidupnya.

Saya memulainya dengan mempelajari semua biografi tentang Bowie yang bisa saya temukan.

Selain itu, semua yang saya tonton, dengar, dan baca ditentukan oleh film dan acara TV, pertunjukan, album, dan novel yang disukai Bowie: mulai dari tahun-tahun ketika dia bermimpi untuk menjadi terkenal di tahun 1960-an di kawasan London selatan, melalui masa-masa ketika dia sangat 'haus' untuk mengetahui banyak hal di New York, Paris, Los Angeles, dan Berlin di tahun 1970-an sampai pada masa grup band barunya yang berjaya memimpin di tahun 1990-an sampai awal 2000-an.

Saya menelusuri jalan-jalan yang dilalui Bowie, dari Brixton sampai New York dan Berlin.

Untuk dapat memahami keadaan mental dan emosinya dalam kurun waktu utama ini, saya memutuskan menjalani fase-fase hidupnya dan mengadopsi kepribadiannya.

Dicemooh di media sosial

Saya mengubah jenis makanan yang saya makan, rambut saya, dan gaya hidup saya. Saya mengurung diri di kamar-kamar hotel hanya ditemani cabe merah, susu, buku-buku tulisan Nietzsche dan Aleister Crowley.

Saya keluar mengenakan tata rias teater penuh dan sepatu bot platform. Saya menelusuri jalan-jalan yang dilalui Bowie, dari Brixton sampai New York dan Berlin.

Ketika surat kabar-surat kabar mengetahui mengenai penelitian saya pada musim panas 2015, saya juga mempelajari rasanya menjadi subjek berita internasional, menjadi keanehan yang dibahas dan terkadang dicemoohkan di arus utama dan media sosial.

Ketika David Bowie meninggal bulan Januari lalu, Twitter dipenuhi dengan ciutan untuk memberikan penghormatan terakhir.

Banyak penggemarnya mengutip lirik lagunya yang dirasakan sangat menyentuh, atau kalimat-kalimatnya dalam film terbaiknya, The Man Who Fell To Earth.

Image copyright Will Brooker Image caption Will Brooker mengubah dirinya menjadi badut Pierrot, seperti yang dilakukan David Bowie dalam video musik Ashes to Ashes pada tahun 1980.

Banyak juga yang berusaha menghibur diri dengan mengatakan bahwa Bowie memang benar manusia dari angkasa, dari bintang, penyelamat, dan juga bahkan makhluk asing dari planet yang turun ke bumi untuk sementara sebelum kembali lagi ke tempat asalnya.

Saya tidak pernah bertemu Bowie. Teman-teman dahulu bergurau bahwa mungkin suatu hari Bowie akan menelepon saya dan mengundang saya datang ke rumahnya untuk mengobrol, atau tiba-tiba dia menghentikan mobil limousinenya di depan saya, memberi kejutan.

Pribadi Bowie

Tetapi sekarang, tentu saja saya tak mungkin akan bisa bertemu Bowie.

Tetapi saya sudah berjalan-jalan di daerah bekas tempat tinggalnya di Beckenham, London selatan, menginap di hotel kesukaannya di New York, dan duduk di bar gay di Berlin yang sering dikunjunginya bersama penyanyi rock Amerika Iggy Pop.

Saya tidak membaca buku lain kecuali biografi Bowie selama enam bulan, dan tidak mendengarkan apa pun kecuali lagu-lagu yang didengarkan Bowie.

Saya menyanyikan lagu-lagunya bersama sebuah band yang memang khusus menampilkan karya Bowie, dan kemudian diperkenalkan sebagai David Bowie di atas panggung kabaret dan foto saya berdampingan dengan foto Bowie diterbitkan di surat kabar Spanyol, Rusia, Kanada dan Belanda.

Setelah setengah tahun berusaha menciptakan koneksi David Bowie, saya mulai memiliki perasaan pribadi tentang dia.

Image copyright Wil White Image caption Bowie mengenakan sarung tinju dalam sampul album Lets Dance.

Bagi saya, yang paling memukau adalah bahwa David Bowie tidak pernah benar-benar ada. Uang royalti yang didapatkannya dibayarkan kepada David Jones (Bowie terlahir sebagai David Jones).

Iman, istrinya, menikah dengan David Jones. Semua penampilan hebat tokoh yang menciptakan tokoh-tokoh lain seperti Ziggy Stardust dan Thin White Duke merupakan hasil kreasi David Jones.

Jelas bukan dewa

Dan David Jones bukan dewa atau mahkluk dari planet asing. Dia hanya manusia biasa yang terus menerus membuat sesuatu yang baru: selalu tidak sabar, selalu menantang, selalu mencoba untuk bekerja sama dan menonjolkan orang-orang paling hebat yang bisa ditemukannya dalam semua bidang.

David Jones tidaklah sempurna.

Dia pernah menjadi remaja yang merasa harus bisa sukses dan kemudian gagal selama bertahun-tahun, sebelum menemukan gaya yang tepat untuk saat yang tepat.

Dia sering ramah dan baik, sopan dan menawan, tetapi dia juga bisa berperilaku kasar dan tidak masuk akal.

Tiba-tiba saja dia naik daun.

Dia menjadi kesepian, terasing dan paranoid di Los Angeles, serta kemudian jatuh ke dalam got setelah bermalam-malam dihabiskannya untuk minum bir di Berlin.

Jones adalah pria yang menjadi kesal dan bosan ketika diwawancara, yang menjawab dengan ketus dan menceritakan dusta.

Dia sering ramah dan baik, sopan dan menawan, tetapi dia juga bisa berperilaku kasar dan tidak masuk akal kepada orang-orang yang seharusnya diperlakukan dengan lebih baik.

Dia meragukan dirinya sendiri. Dia membuat penilaian yang salah. Dia merilis musik yang buruk dan juga yang bagus. Dia berkembang, tumbuh dan belajar.

Itulah bagi saya yang menjadi warisan David Bowie: bahwa dia manusia biasa seperti kita semua berasal dari keluarga biasa dengan masalah yang dihadapi kebanyakan keluarga yang memiliki impian yang artistik dan berani mengejar impian itu.

Dan Bowie tidak berhenti di situ saja.

Dia tidak berhenti ketika sudah kelelahan dengan karakter Ziggy Stardust dan juga kecapaian karena ketenaran pop penuh glamor yang didapatkannya.

Dia membawa Ziggy ke Amerika dan memadukannya dengan musik jazz avant-garde Aladdin Sane.

Dia juga tidak berhenti ketika janda penulis George Orwell melarangnya membuat musikalisasi drama 1984 (tulisan George Orwell).

Dia mengambil saja nama para tokohnya dan konsepnya dan mengubahnya menjadi Diamond Dogs. Ketika pertunjukan ini gagal, dia meninggalkannya.

Image copyright Will White Image caption Desainer Brian Froud menciptakan salah satu tampilan Bowie paling terkenal dan berbeda untuk peran Goblin King Jareth dalam Labyrinth karya Jim Henson.

Ketika hanya sedikit penonton muncul di konser besarnya, dia mengundang mereka semua untuk duduk di depan dan memberi mereka pertunjukan yang intim.

Dia tidak berhenti ketika dia hampir membunuh dirinya sendiri dengan kokain: dia membuat sebuah album epik, Station to Station, yang diilhami keadaan psikosis paranoidnya.

Lalu dia melarikan diri ke Berlin dan menciptakan art-rock. Dia tidak berhenti ketika tahun 1980-an membuatnya jadi salah satu nama besar belaka.

Dan bahkan kanker tidak bisa membuatnya berhenti.

Luar biasa

Dia tahu seberapa banyak waktu yang dimilikinya dan menuliskan lagu perpisahannya, merilisnya, dan memberi kita hadiah pada hari ulang tahun terakhirnya.

Bagi saya itulah yang nyata tentang David Bowie.

Dia seperti kita semua dan menunjukkan apa yang bisa kita lakukan.

Dia memang luar biasa tetapi saya percaya dia memberi kita semua ilham atau inspirasi untuk menjadi luar biasa, atau paling tidak mencobanya dan tidak putus asa.

*Judul lagu dan lirik lagu Bowie, 'Changes.

Jika Anda ingin mengomentari artikel ini atau tulisan-tulisan lain yang Anda lihat di BBC Culture, segeralah menuju halaman Facebook kami atau kirimi kami pesan di Twitter.",[]
bbc,2016-02-16 00:00:00,:  '',[],,[]
bbc,,Gizlilik anlaysmz,[],,[]
bbc,,BBC Gahuza,[],,[]
bbc,2016-02-16 00:00:00,'Ba a nuna fifiko kan 'yan takarar Nijar',[],,[]
bbc,,BBC Persian,[],,[]
bbc,2016-02-16 00:00:00,               ,[],,[]
bbc,,iPlayer Radio,[],Williams on the Wireless A selection of highlights to mark the 90th anniversary of the birth of Kenneth Williams. BBC Radio 4 Extra,[]
bbc,,Maybank Championship Malaysia 2016,['Europeantour Com'],Words can't describe the way I feel - Fraser,[]
bbc,,iPlayer Radio,[],Williams on the Wireless A selection of highlights to mark the 90th anniversary of the birth of Kenneth Williams. BBC Radio 4 Extra,[]
bbc,2016-01-16 00:00:00,      ?,[],,[]
bbc,,Knowledge economy,[],"Migrants more motivated to learn'

The refugee crisis means schools have to take in many new pupils. But they might prove to be the highest achievers",[]
bbc,2016-02-16 00:00:00,/:    ,[],,[]
bbc,2016-02-16 00:00:00,'16        ?',[],,[]
bbc,2016-02-16 00:00:00,Halkan ka dhagayso barnaamijka Hiigsiga Nolosha,[],,[]
bbc,2016-02-16 00:00:00,Burundi: Igihano cy'urupfu kigiye gusubiraho?,[],,[]
bbc,2016-02-16 00:00:00,De l'herbe a n'en plus finir,[],La panique chevelue. Ce n'est pas le titre d'un film d'horreur mais la realite pour les habitants d'une petite ville en Australie. La localite de Wangaratta est ensevelie sous une montagne d'herbe seche. Helene Alex,[]
bbc,2016-02-16 00:00:00,     ,[],,[]
bbc,2016-02-16 00:00:00,Motocin haya a Mumbai,[],,[]
bbc,,North West Wales,[],"Bakery firm shuts after 130 years

A bakery firm, which has traded in north Wales for 130 years, closes with the loss of dozens of jobs.",[]
